Freq, Name
1, aafiya
1, aaira
1, aalayah
1, aaliya
29, aaliyah
1, aaliza
1, aamina
1, aanum
1, aarshdeep
1, aasiya
1, aastha
1, aava
1, abagail
1, abagayl
1, abang
1, abbagael
1, abbagayle
1, abbegail
12, abbey
1, abbeylynn
4, abbie
7, abbigail
1, abbigaile
7, abbigale
1, abbigayle
27, abby
5, abbygail
1, abbygale
1, abbyruth
1, abegale
3, abigael
125, abigail
1, abigale
8, abigayle
1, abigial
1, abinav
1, abisha
1, abony
1, abra
1, abree
1, abrial
1, abrianna
1, abrie
1, abriel
2, abrielle
1, abygale
1, acacia
1, acadia
1, accalia
1, achai
3, achol
2, ada
1, adaiah
1, adalee
1, adaleigh
1, adan
1, adanna
3, adara
1, adasa
1, adawncia
1, addahmaria
11, addison
1, addisson
1, addyson
1, adebola
1, adelaide
1, adelaine
1, adelia
1, adelina
4, adeline
1, adelle
2, adelyn
1, adelynn
1, adessah
1, adia
1, adian
1, adina
1, adison
2, aditi
1, adonia
1, adreanna
3, adria
3, adrian
9, adriana
18, adrianna
2, adrianne
1, adrienna
3, adrienne
1, adrina
2, adut
1, adyson
1, aemilie
1, aeries
1, aerika
1, affia
1, afrah
1, aftyn
1, agail
3, aganetha
5, agatha
1, agustina
1, ahlam
1, ahlia
1, ahneke
1, ahstyn
1, aia
1, aicha
3, aidan
1, aiden
1, aidha
1, aiesha
1, aife
1, aija
1, aileen
1, ailey
1, aili
2, ailish
1, ailsa
1, aime
10, aimee
1, aimeelynn
1, aimi
1, aine
1, ainslee
14, ainsley
1, ainsliegh
1, airael
1, aireana
6, aisha
1, aishah
1, aishasabra
1, aishpreet
2, aisling
1, aislinn
2, aislyn
5, aislynn
1, aiva
1, aivree
1, aixa
1, aiya
2, aiyana
2, aja
1, ajinder
1, ajla
1, ajock
2, akaisha
1, akakyva
1, akara
3, akasha
1, akashdeep
1, akasia
1, akaycia
1, akeira
1, akemjit
1, akena
1, akhir
1, akira
1, akita
1, aksha
1, akutit
1, alaa
1, alabamaada
2, alaina
13, alana
2, alandra
1, alanis
4, alanna
3, alannah
1, alantis
1, alara
1, alarielle
1, alaura
2, alaya
4, alayna
1, alba
1, alea
8, aleah
1, aleahlynn
1, alecia
1, alectra
1, aleda
1, aleecia
4, aleena
1, aleese
2, aleesha
1, aleeza
2, aleisha
1, alejandra
1, aleka
1, aleks
3, aleksandra
1, aleksys
1, alekzandra
2, alena
1, aleria
1, aleron
1, alesa
2, alesandra
1, alesha
3, aleshia
4, alessandra
1, alessia
2, alethea
1, aletheia
1, aletta
1, aletza
7, alex
44, alexa
1, alexandera
71, alexandra
3, alexandrea
17, alexandria
11, alexia
1, alexianeyanika
1, alexin
85, alexis
1, alexsa
1, alexsanda
1, alexsys
1, alexus
1, alexxa
1, alexxisdawne
2, alexys
1, alexzandrea
1, alhanna
8, alia
1, aliana
1, alica
12, alice
1, alicea
2, alicen
1, alicha
30, alicia
1, alicin
1, alida
1, aliera
1, alijah
3, alina
1, alinasophie
3, alisa
1, alise
20, alisha
1, alishba
1, alisia
13, alison
6, alissa
1, alisse
1, alissia
2, alita
6, alivia
3, alix
4, aliya
11, aliyah
1, aliyha
4, aliza
1, alizabeth
1, alla
1, allaina
1, allana
1, allannah
1, allayna
1, alleah
1, allee
1, allexis
5, allie
1, allisa
