Baby Girl Names Registered in 1995,
1,Jodie
9,Jody
1,Joeal
1,Joei
1,Joelaine
1,Joelene
6,Joelle
1,Joelyne
2,Joey
6,Johanna
1,Johannah
1,Johna
1,Johnai
1,Johyna
1,Joisee
1,Jojega-Rajanee
#,Baby Girl Names
1,Jolayne
3,Joleen
1,Jolena
13,Jolene
1,Jolenne
1,Joley
1,Jolina
1,Jomarie
1,Jona
1,Jonelle
1,Joni
1,Jonica
1,Jordahna
65,Jordan
2,Jordana
1,Jordan-Alexandra
1,Jordan-Lynn
1,Jordann
3,Jordanna
2,Jordanne
1,Jorden
1,Jordi
1,Jordin
1,Jordis
1,Jordon
22,Jordyn
2,Jordynn
1,Jordynne-Mae
1,Jorianne
1,Jorja
1,Jose
11,Josee
1,Josee-Maryse
10,Josephine
1,Josette
3,Josey
1,Joshlynn
1,Joshua
15,Josie
1,Josina
1,Joslin
1,Jourdan-Taylor
2,Jovanna
1,Jovelyn
5,Joy
1,Joy-Anne
7,Joyce
1,Joycelyn
1,Joyelle
1,Joy-Lynn
1,Juanita
#,Baby Girl Names
7,Judith
4,Judy
1,Juleen
1,Julena
1,Jules
61,Julia
1,Julia-Ann
4,Juliana
9,Julianna
5,Julianne
25,Julie
1,Julie-Ann
2,Julien
1,Juliet
1,Juliette
1,Julina
2,Jumana
1,Jumanah
1,June
1,Junel
2,Junia
1,Junotta
1,Justeena
7,Justice
1,Justiene
13,Justina
31,Justine
2,Justis
1,Justyce
1,Justyn
1,Jyoti
1,Kaavya
1,Kacey
1,Kachina
6,Kacie
1,Kadence
1,Kader
1,Kady
1,Kaedyn
1,Kaela
2,Kaeleigh
5,Kaelin
3,Kaelyn
1,Kae-Lynn
1,Kaetlin
1,Kahlan
1,Kaida
5,Kaila
1,Kailea
4,Kailee
1,Kaileigh
#,Baby Girl Names
1,Kailen
12,Kailey
2,Kailie
6,Kailyn
1,Kailynn
1,Kaisa
2,Kaisha
1,Kaisho
1,Kaithlyn
1,Kaitlan
1,Kaitlen
45,Kaitlin
1,Kaitlind
69,Kaitlyn
2,Kaitlynd
8,Kaitlynn
2,Kaitlynne
1,Kaity
1,Kaja
1,Kajal
1,Kajill
1,Kajsa
3,Kala
1,Kalan
1,Kalee
3,Kaleigh
1,Kalene
2,Kaley
6,Kali
3,Kalie
1,Kalina
1,Kalindra
1,Kalisha
1,Kalla
1,Kallan
1,Kalley
1,Kalli
1,Kallie
1,Kallyn
1,Kalsey
1,Kaly
3,Kalyn
1,Kalyna
1,Kamaria
1,Kamber
2,Kami
1,Kamila
1,Kamille
1,Kamira
1,Kamisha
1,Kamley
#,Baby Girl Names
1,Kammaria
1,Kamry
1,Kanah
1,Kanchan
1,Kandace
1,Kandie
1,Kandis
1,Kaneasha
1,Kaneesha
1,Kaney
1,Kanisha
1,Kannessa
29,Kara
1,Karah
1,Karalyn
1,Karalynn
1,Kareena
23,Karen
7,Kari
1,Karice
1,Kari-Lea
1,Kari-Lynn
5,Karina
1,Karis
1,Karisa
1,Karishma
21,Karissa
8,Karla
17,Karlee
2,Karleen
5,Karleigh
4,Karlene
3,Karley
5,Karli
4,Karlie
1,Karlina
10,Karly
2,Karlyn
1,Karlysle
3,Karmen
1,Karolyn
2,Karri
1,Karsyn
1,Karyma
1,Karyn
1,Karynna
1,Karys
1,Karysa
1,Karyssa
1,Kasandra
2,Kasara
#,Baby Girl Names
4,Kasey
2,Kasha
1,Kashtin
1,Kashtyn
1,Kasia
1,Kasidy
1,Kasie
1,Kasity
1,Kasmira
29,Kassandra
1,Kassiani
2,Kassidee
1,Kassidie
21,Kassidy
2,Kassie
1,Kastle
1,Katanna
8,Katarina
1,Katarzyna
14,Kate
1,Katelain
1,Kateland
2,Katelin
70,Katelyn
11,Katelynn
2,Kate-Lynn
1,Kateri
3,Katerina
1,Katharina
1,Katharine
64,Katherine
39,Kathleen
1,Kathlyn
1,Kathlynn
1,Kathrean
2,Kathrina
1,Kathrine
29,Kathryn
1,Kathryne
13,Kathy
2,Katia
38,Katie
1,Katie-Jo
2,Katina
1,Katlen
1,Katlin
7,Katlyn
1,Katlynd
1,Katlynn
1,Katrice
52,Katrina
#,Baby Girl Names
1,Katrine
1,Katriona
1,Katryn
2,Katy
3,Katya
1,Katyana
1,Kauthar
1,Kavanah
1,Kavita
1,Kaybre
1,Kayce
1,Kaycea
4,Kaycee
1,Kaycie
1,Kayden
1,Kayelynn
153,Kayla
1,Kaylah
2,Kaylea
34,Kaylee
1,Kaylee-Lyn
2,Kayleen
1,Kaylee-Ray
7,Kayleigh
1,Kaylen
1,Kaylena
1,Kaylene
2,Kayley
2,Kayli
8,Kaylie
5,Kaylin
1,Kayln
6,Kaylyn
1,Kaylynn
1,Kaythi
3,Kaytlin
4,Kaytlyn
1,Kaytlynn
1,Kc
1,Keagan
2,Keana
2,Keandra
1,Keaneena
12,Keanna
1,Keanu
2,Keara
1,Kearah
1,Kearan
1,Keasha
1,Keayra
1,Keeana
#,Baby Girl Names
1,Keeanna
1,Keegan
1,Keeghan
1,Keela
1,Keelan
2,Keeley
1,Keelin
5,Keely
1,Keelyn
1,Keelynn
1,Keera
2,Keesha
1,Keeshanne
1,Keiana
2,Keiara
1,Keighley
1,Keiley
1,Keilidh
6,Keira
1,Keiran
1,Keiren
1,Keirsten
1,Keirstin
13,Keisha
1,Kelbi
2,Kelby
2,Kelcey
1,Kelci
1,Keleighan
1,Kellea
2,Kellen
5,Kelli
1,Kelliann
2,Kellie
2,Kellsie
41,Kelly
3,Kelly-Ann
1,Kellyanne
7,Kelsea
1,Kelsee
110,Kelsey
3,Kelsi
7,Kelsie
1,Kelsy
2,Keltie
1,Kelty
1,Kelvie
1,Kenadee
1,Kenadi
1,Kenan
1,Kenda
#,Baby Girl Names
5,Kendal
12,Kendall
1,Kendalyn
2,Kendell
1,Kendi
66,Kendra
1,Kendra-Lynn
1,Kendyle
1,Kendyll
1,Kenedie
1,Kenedy
1,Kenidy
1,Kenisha
1,Kenna
2,Kennady
1,Kenndra
2,Kennedi
62,Kennedy
1,Kensey
1,Kentra
1,Kenya
6,Kenzie
1,Kereena
1,Keren
1,Keria
3,Kerri
1,Kerri-Anne
1,Kerrin
6,Kerry
1,Kerryann
1,Kerryanna
1,Kerstyn
1,Keshah
1,Keshia
1,Kesia
1,Kesley
1,Kessandra
1,Kessia
1,Kessler
1,Kevanne
1,Keverly
1,Kevyn
2,Keyana
1,Keyara
1,Key-Lee
1,Keyona
1,Keysha
2,Keyva
1,Kezia
2,Keziah
1,Khadejah
#,Baby Girl Names
1,Khadija
1,Khadijah
1,Khiana
1,Khiya
1,Khloud
1,Khrista
1,Khristine
1,Khrysha
1,Khushmol
1,Khysa
1,Kia
1,Kiah
1,Kia-Louise
12,Kiana
6,Kianna
10,Kiara
1,Kiarah
1,Kiawna
1,Kielle
1,Kienna
8,Kiera
1,Kieran
1,Kierra
1,Kierra-Leigh
4,Kiersten
4,Kiesha
1,Kiira
2,Kiley
1,Kilikiya
6,Kim
1,Kimberlea
4,Kimberlee
1,Kimber-Lee
14,Kimberley
66,Kimberly
1,Kimberlyn
1,Kimdeep
1,Kimisha
1,Kina
1,Kindra
1,Kineisha
1,Kinley
1,Kinsey
25,Kira
2,Kiran
2,Kirandeep
1,Kiranvir
4,Kirby
1,Kiri
1,Kiriana
1,Kirnpreet
#,Baby Girl Names
1,Kirra
1,Kirsha
1,Kirstee
38,Kirsten
1,Kirstian
1,Kirstie
7,Kirstin
2,Kirsty
4,Kirstyn
1,Kisanet
1,Kisha
1,Kitiara
1,Kiva
1,Klara
2,Kodi
1,Kodie
1,Kolbi
1,Kolly
1,Koloud
1,Komal
1,Komil
2,Kora
1,Korbin
1,Korene
1,Korey
3,Kori
1,Korie
1,Korilye
1,Korinna
1,Korrie
1,Kortnee
2,Kortney
1,Koryna
5,Kourtney
1,Koyal
1,Kreanne
1,Krischelle
1,Krisha
1,Krissylee
24,Krista
1,Kristal
2,Kristan
1,Kristelle
81,Kristen
5,Kristi
2,Kristian
1,Kristiana
1,Kristianna
3,Kristie
34,Kristin
34,Kristina
#,Baby Girl Names
1,Kristina-Rae
2,Kristine
7,Kristy
6,Kristyn
1,Kristyna
1,Krupa
6,Krysta
9,Krystal
3,Krysten
1,Krystian
5,Krystin
1,Krystine
1,Krystyn
1,Kuljeet
1,Ky
1,Kya
1,Kyanna
1,Kyara
1,Kyela
1,Kyesha
1,Kyffin
1,Kyi
30,Kyla
6,Kylee
3,Kyleigh
1,Kylen
1,Kylene
2,Kyley
33,Kylie
1,Kylisha
1,Kymberlee
1,Kymberlyn
1,Kynidi
1,Kynya
21,Kyra
1,Kyra-Ann
1,Kyran
1,Kyrsten
1,Kyrstin
1,Kyrstyn
1,Kysa
1,Kysha
1,Lace
2,Lacee
7,Lacey
1,Lachelle
1,Laci
4,Lacy
1,Laetitia
1,Lahtiesha
4,Laila
#,Baby Girl Names
2,Laine
1,Lainey
1,Laini
1,Lakaya
1,Lakeesha
1,Lakesha
1,Lakia
2,Lakota
1,Lakyn
1,Laleena
1,Lam
1,Lama
5,Lana
1,Landen
1,Landyn
1,Lanna
7,Lara
2,Larah
1,Laren
1,Larena
2,Larisa
29,Larissa
1,Larsyn
1,Laryssa
1,Lasha
1,Lashawnda
1,Lataya
2,Lateesha
1,Latesha
1,Lateshia
1,Laticiakatrina
3,Latisha
1,Latoya
1,Latresia-Loren
1,Laudia
1,Launa
72,Laura
1,Lauralee
1,Lauralise
5,Laurel
1,Laurelle
87,Lauren
1,Laurencia
2,Laurie
1,Laurissa
3,Lauryn
1,Lausanne
1,Lavonna
1,Layal
1,Laykin
1,Layla
#,Baby Girl Names
5,Layne
1,Laynie
1,Le
2,Lea
43,Leah
1,Leaha
2,Leandra
7,Leanna
18,Leanne
1,Leashai
2,Lee
1,Leeanne
1,Leena
1,Leesa
1,Leesha
1,Leia-Ta
2,Leigh
4,Leigha
2,Leila
1,Leilani
1,Leisha
1,Leissa
1,Lelana
7,Lena
1,Lene
1,Lenita
1,Lennea
6,Leona
1,Leone
1,Leora
1,Lesa
1,Leshem
1,Lesley
8,Leslie
1,Leta
1,Letisha
1,Letitia
5,Lexi
6,Lexie
1,Lexine
2,Lexus
1,Lexy
1,Leyla
1,Lia
2,Lian
2,Liana
1,Lianna
1,Lianne
2,Liberty
1,Lidia
1,Lierin
#,Baby Girl Names
2,Liesel
1,Liesl
1,Lili
2,Lilian
1,Lilika
1,Lilith
2,Lillian
1,Lilliana
3,Lily
1,Lilyanna
2,Lina
6,Linda
41,Lindsay
26,Lindsey
1,Lindsway
1,Lindsy
2,Lindy
2,Linh
1,Lini
1,Linley
5,Linnea
1,Linshia
42,Lisa
2,Lisa-Marie
2,Lita
2,Livia
1,Liza
7,Logan
3,Lois
1,Lok
1,Lora
1,Lorain
1,Lorcan
1,Loreena
1,Lorelea
1,Lorelei
2,Loren
5,Lori
1,Lorianne
1,Lorin
1,Lorissa
4,Lorna
1,Lorna-Lee
1,Lorraine
1,Lorree
1,Lorri
1,Lorrissa
1,Loryn
2,Louisa
5,Louise
1,Louisiette
#,Baby Girl Names
1,Lovpreet
1,Lua
1,Lubov
2,Lucia
1,Lucienne
5,Lucy
1,Luczy
1,Luisa
1,Luisacarolina
1,Lujaine
1,Lulu
13,Lydia
1,Lyla-Marie
2,Lynda
1,Lyndi
3,Lyndsay
5,Lyndsey
1,Lynell
1,Lynh
1,Lynlee
2,Lynn
1,Lynnale
1,Lynndsie
1,Lynnea
1,Lynnell
1,Lynnelle
1,Lynness
1,Lynsay
1,Lynsey
1,Lynsie
1,Lynzee
2,Lyric
1,Lyrissa
1,Lyssa
1,M.
1,Macaleigh
1,Macaley
1,Macaulay
1,Macayla
1,Machaela
2,Mackayla
1,Mackenna
1,MacKenzee
1,Mackenzi
76,Mackenzie
1,MacKenzie
1,MacKinnley
1,Madalen
1,Madalon
16,Maddison
2,Madelaine
#,Baby Girl Names
12,Madeleine
1,Madelin
27,Madeline
1,Madelyn
1,Madelyne
1,Madelynn
1,Madena
1,Madina
2,Madisen
1,Madisin
146,Madison
2,Madisson
1,Madolan
1,Madolin
1,Mady
1,Madysen
3,Madyson
1,Mae
1,Maeda
7,Maegan
2,Maeghan
1,Maekala
1,Magaretha
1,Magdelaine
7,Maggie
1,Maghan
2,Maha
1,Mahta
1,Mahum
5,Maia
1,Maici
1,Maigan
1,Maija
1,Mai-Phuong
2,Mairi
1,Makala
17,Makayla
1,Makell
1,Makena
3,Makenna
1,Makenzee
4,Makenzie
1,Makyla
2,Malaika
5,Malak
1,Malaky
1,Malerie
1,Malia
1,Malikee
1,Malina
1,Malisha
#,Baby Girl Names
2,Malissa
1,Malka
10,Mallory
2,Malorie
2,Manal
1,Mandee
1,Mandeep
1,Mandi
9,Mandy
1,Maneesha
1,Manesha
2,Manisha
1,Manjot
1,Manmeet
2,Mannal
1,Manon
3,Manpreet
1,Mansi
1,Manton
4,Mara
1,Maradyn
1,Maraea
1,Maralee
2,Maranda
1,Marayah
1,Marcaidie
1,Marcedes
2,Marcela
2,Marcella
1,Marcides
2,Marcie
1,Marel
1,Marell
4,Maren
20,Margaret
1,Margaretha
1,Margaretta
2,Margarita
1,Margit
1,Margot
1,Margret
1,Margrete
1,Marguerita
1,Mari
23,Maria
1,Maria-Giovanna
26,Mariah
1,Mariaha
1,Maria-Jose
5,Mariam
3,Marian
#,Baby Girl Names
2,Mariana
2,Mariann
1,Marianne
17,Marie
1,Marie-Angella
1,Mariel
1,Mariella
1,Marielle
3,Marie-Soleil
1,Marife
1,Marifel
3,Marija
2,Marika
1,Marilla
2,Marilyn
1,Marin
16,Marina
1,Marinna
11,Marisa
1,Marisa-Jean
54,Marissa
1,Marjolaine
3,Marjorie
1,Marjory
2,Markie
3,Marla
3,Marlee
1,Marleen
2,Marlene
1,Marlet
1,Marley
1,Marliese
2,Marnie
1,Marowa
1,Marriah
2,Marrisa
1,Marrit
1,Marshella
1,Marta
8,Martha
7,Martina
1,Martine
2,Marty
1,Martyna
2,Marwa
35,Mary
4,Maryam
2,Maryanne
1,Mary-Anne
1,Mary-Jane
1,Maryjo
#,Baby Girl Names
1,Mary-Jo
1,Mary-Joann
2,Maryn
1,Maryna
1,Maryssa
1,Maslyn
1,Mat
1,Mataya
2,Matilda
4,Mattea
2,Matthea
1,Matti
2,Maura
2,Maureen
1,Maxine
2,May
9,Maya
1,Maya-Rose
1,Maybelle
1,Mayra
1,Mc
1,Mckaila
7,Mckayla
3,McKenna
3,Mckenna
1,Mckenzi
11,Mckenzie
4,McKenzie
1,McKinley
36,Meagan
1,Meagen
13,Meaghan
1,Medina
1,Meegan
1,Meenakshi
1,Meesha
1,Meg
180,Megan
1,Megann
1,Meganne
1,Megen
36,Meghan
1,Meghann
1,Meheret
1,Mehgan
1,Mehlanie
1,Mehvish
30,Melanie
1,Melea
3,Melina
5,Melinda
#,Baby Girl Names
1,Melisa
1,Melise
108,Melissa
1,Melissa.Laura
1,Melodie
6,Melody
1,Melody-Dawn
1,Melony
1,Melva
1,Melyne
1,Mengting
2,Meranda
1,Mercades
10,Mercedes
1,Mercy
4,Meredith
1,Merhan
1,Merinda
2,Merissa
1,Merranda
1,Merriah
1,Merridy
1,Merry
1,Meryn
1,Meshal
1,Meygan
1,Mharie
7,Mia
11,Micaela
1,Micalah
1,Micayla
1,Micaylee
1,Michael
39,Michaela
1,Michaelee
3,Michaella
1,Michala
1,Michale
1,Michalla
1,Michalynn
1,Michayla
1,Micheal
2,Micheala
2,Michela
2,Michele
1,Michelena
107,Michelle
1,Michellie
1,Michi
1,Michyla
3,Mickayla
#,Baby Girl Names
19,Mikaela
1,Mikaeli
1,Mikaeyla
1,Mikaila
1,Mikaila-Rae
6,Mikala
1,Mikalyn
54,Mikayla
1,Mikayla-Raie
1,Mikeala
2,Mikela
1,Mikhaela
1,Mikhaila
1,Mikhala
1,Mikhayla
3,Mikyla
1,Mila
1,Milin
1,Millan
1,Millandra
1,Millie
1,Milya
1,Minahs
2,Mindy
1,Minh
1,Minka
1,Minni
1,Minnie
1,Miquela
2,Mira
67,Miranda
1,Mireille
12,Miriam
1,Mirna
1,Misato
1,Mishaela
1,Misha-Lee
2,Mishayla
3,Misty
1,Misty-Rae
1,Misty-Skye
1,Miya
1,Miyeko
1,Mizuki
1,M'Lynn
4,Moira
1,Molin
1,Molissie
3,Mollie
14,Molly
1,Momena
#,Baby Girl Names
2,Mona
27,Monica
1,Moniek
6,Monika
1,Moniqua
10,Monique
15,Montana
1,Monyra
1,Moreena
101,Morgan
1,Morgan-Anne
1,Morgan-Jayde
1,Morganne
1,Morgen
1,Morgwn
3,Moriah
1,Morning-Song
1,Morranda
1,Munkiran
1,Munro
2,Muranda
1,Mwaaya
2,My
1,Mya
2,Mychaela
1,Mychalla
1,Mydia
1,Myfanwy
1,Myghan
1,Mykaila
1,Mykala
1,Mykayla
1,Mykelti
1,Myla
1,Mylann
1,Myleen
1,Mylene
1,Myra
6,Myranda
1,Myria
2,Myriah
1,Myriam
1,Mysha
1,Mystique
1,Naadiya
1,Nabiha
1,Nabreet
2,Nada
1,Nadeen
20,Nadia
1,Nadin
#,Baby Girl Names
9,Nadine
1,Naela
1,Nafisa
1,Nafiza
1,Naia
1,Naida
2,Naima
1,Nakeda
7,Nakita
1,Namira
16,Nancy
1,Nandini
1,Nanette
27,Naomi
1,Nareen
1,Narisha
1,Nasra
2,Nasreen
1,Nassrein
1,Nasstasja
1,Nastasia
1,Nastassia
1,Nastassja
1,Nasya
9,Natalia
42,Natalie
1,Natalie-Chantal
1,Nataly
1,Natalya
68,Natasha
2,Natashia
1,Natassia
1,Natazha
1,Natesha
4,Nathalie
1,Natima
2,Natisha
1,Natozha
1,Natsha
1,Nattasha
1,Nattie
1,Navada
1,Navalya
4,Navdeep
1,Naveen
1,Navinder
1,Navjit
3,Navjot
4,Navneet
1,Navpreet
1,Navroop
#,Baby Girl Names
1,Nawell
1,Nazareen
1,Neanila
2,Neha
1,Nehmat
1,Neida
1,Nelanthi
1,Nelisha
1,Nellis
1,Nellissa
1,Neolla
1,Nepeya
1,Nerissa
1,Nessreen
1,Netania
1,Neva
1,Neve
2,Ngoc
2,Nguyen
1,Nhu
1,Nhu-Y
1,Niabi
1,Niccole
9,Nichole
1,Nicholett
1,Nicholin
1,Nickayla
1,Nicketa
1,Nickie
1,Nickola
1,Nickota
1,Nicky-Lee
7,Nicola
210,Nicole
1,Nicole.Maureen
1,Nicoletta
4,Nicolette
5,Nicolle
1,Nicollette
1,Nicona
1,Nida
1,Niesa
1,Nika
1,Nikala
2,Nikayla
4,Niki
9,Nikita
12,Nikki
1,Nikki-Anne
1,Nikkita
1,Nikoda
#,Baby Girl Names
2,Nikole
2,Nila
1,Nilima
1,Nima
3,Nina
2,Niomi
1,Nisa
1,Nisreen
1,Nissa
2,Noella
5,Noelle
1,Noemie
1,Noha
1,Nola
1,Noor
4,Nora
1,Nour
1,Nyadoar
1,Nyaruot
1,Nycole
1,Nyedoar
1,Nyssa
1,Oanh
4,Ocean
1,Oceanna
3,Odessa
1,O'Hara
1,Oksana
1,Olena
1,Olesha
2,Olive
53,Olivia
1,Olivia-Rose
1,Olympia
1,Omeirah
2,Oneisha
1,Onysha
1,Oria
1,Oriana
1,Orly
1,P.
1,Paeton
2,Page
1,Pagie
96,Paige
1,Paije
1,Paiton
1,Palak
1,Pallovy
1,Palmer
1,Palvi
#,Baby Girl Names
9,Pamela
1,Pamella
1,Paradise
2,Paris
1,Parker
1,Parmeen
1,Pascal
1,Patience
17,Patricia
12,Paula
11,Paulina
6,Pauline
1,Pavan
1,Pavanjot
1,Pavanpreet
1,Pavenvir
1,Pavneet
1,Paxton
2,Payge
1,Payten
8,Payton
2,Pearl
1,Peggy
1,Penelope
2,Petra
1,Pharoah
1,Phaydra
1,Phedra-Lyn
1,Phiphacksa
2,Phoebe
1,Phoenyk
1,Phung
1,Phuong-Dong
1,Picabo
2,Piper
1,Polly
2,Pooja
2,Poonam
1,Porsha
1,Portia
1,Prairie
1,Praise
1,Praveena
1,Preety
6,Presley
1,Prineet
3,Priscilla
3,Priya
1,Priyanka
1,Pryiandeep
1,Pui
#,Baby Girl Names
1,Puneet
1,Quenelle
1,Quianna
1,Quima
1,Quincy
3,Quinlan
4,Quinn
15,Rachael
1,Rachalle
4,Racheal
141,Rachel
15,Rachelle
1,Racine
1,Racquel
1,Radhika
2,Rae
4,Raeann
2,Raeanna
2,Raeanne
1,Rae-Anne
2,Raegan
1,Raegen
1,Rae-Lee
1,Raeleen
3,Raelene
1,Raeley
5,Raelyn
1,Raelynn
2,Raena
1,Rahema-Nasreen
1,Raileigh
1,Railynn
2,Rain
3,Raina
1,Rainbow
1,Raine
1,Raini
2,Raisa
1,Raivan
2,Rajina
1,Rajneet
1,Rajpreet
1,Rakia
3,Raman
3,Ramandeep
1,Ramita
1,Ramneet
1,Ramnik
1,Ramona
2,Rana
1,Ranae
#,Baby Girl Names
1,Randa
1,Randee
1,Randeen
15,Randi
1,Raneen
1,Ranelle
1,Rania
1,Rannee
6,Raquel
1,Raquell
1,Rashell
1,Rasica
1,Ratanjot
1,Ratika
1,Raunie
1,Raveen
4,Raveena
13,Raven
1,Raven-Dawn
2,Ravina
1,Raya
1,Rayan
2,Rayanne
2,Rayleen
6,Raylene
1,Raylinn
1,Raylynn
1,Ray-Lynn
1,Ray-Lynne
1,Rayme
1,Raymee
5,Rayna
3,Rayne
1,Rayven
1,Rayvin
1,Razia
1,Rea-Anna
3,Reagan
1,Reaghan
1,Reahanne
1,Reann
6,Reanna
2,Reanne
1,Reannen
3,Reba
1,Rebbecca
1,Rebbecka
1,Rebbekah
1,Rebbekka
3,Rebeca
143,Rebecca
#,Baby Girl Names
1,Rebecca-Anne
1,Rebeccah
3,Rebecka
9,Rebekah
1,Rechael
1,Rechel
1,Rechelle
1,Reede
1,Reem
3,Reena
1,Reeve
8,Regan
1,Regena
1,Reiley
2,Reilly
1,Remington
1,Remonda
1,Remy
2,Rena
5,Renae
4,Renata
1,Renauda
1,Renay
1,Rene
23,Renee
1,Rene'E
2,Renelle
1,Renna
1,Rennay
2,Reva
1,Reythe
1,Rhaea
1,Rhandi
1,Rhayna
2,Rhea
1,Rheanna
1,Rheanne
1,Rhian
1,Rhiandra
2,Rhianna
1,Rhiannan
9,Rhiannon
3,Rhoda
2,Rhonda
1,Rhyann
2,Ria
1,Riana
3,Riane
1,Richel
8,Richelle
1,Richie
#,Baby Girl Names
3,Ricki
1,Rickie-Lee
1,Rida
2,Rielle
1,Rielly
1,Riki
5,Rikki
1,Rilee
10,Riley
1,Rimpal
1,Rinelle
1,Rinku
1,Rio
1,Rishon
1,Ritta
1,Riya
1,Riza
1,Robbyn
4,Roberta
9,Robin
37,Robyn
1,Robyne
5,Rochelle
1,Rohini
1,Roisin
1,Rola
1,Rolanda
1,Romie
1,Ronica
1,Ronna
1,Ronya
1,Roohi
3,Rosa
1,Rosalee
2,Rosalie
2,Rosalyn
2,Rose
1,Roseanne
1,Rose-Lynda
2,Rosemarie
1,Rosemary
1,Roshell
1,Roshin
1,Roshni
2,Rosie
1,Roslyn
6,Rowan
1,Rowana
1,Rowela
1,Roxana
5,Roxanne
#,Baby Girl Names
1,Roxie
1,Roxolana
1,Roya
3,Ruby
1,Ruelle
1,Rukhma
1,Rukhsar
1,Rula
1,Rumour
3,Rupinder
1,Rushpa
1,Ruta
10,Ruth
1,Ruth-Elizabeth
1,Ryah
3,Ryan
2,Ryann
1,Ryanne
1,Rydel
1,Rydell
1,Ryelee
1,Ryianna
2,Rylea
9,Rylee
2,Ryleigh
4,Ryley
1,Rylie
1,Rylin
1,Rynnelle
1,Ryoko
1,Rysa
2,Ryver
1,Sabian
1,Sabina
1,Sabrena
33,Sabrina
1,Sacha
1,Saddia
2,Sadee
1,Sadia
7,Sadie
1,Sadies
2,Safaa
5,Sage
1,Sahar
1,Sahara
1,Saher
1,Sahra
1,Saible
1,Saieesha
4,Saige
#,Baby Girl Names
1,Saila
1,Saira
1,Sajaa
1,Sajeana-Lee
1,Sakina
1,Salena
1,Salia
2,Salina
1,Sallene
1,Sallie
1,Sallie-Joe
1,Sallina
6,Sally
1,Salsabil
1,Samana
1,Samanta
204,Samantha
1,Samantha-Jo
1,Samantha-Lee
2,Samantha-Lynn
1,Samantha-Maja
1,Samantha-Maria
1,Samantha-Rose
3,Samar
4,Samara
1,Samar-Omar
1,Sameena
1,Samia
1,Samina
2,Samira
1,Samuella
1,San
1,Sanaa
1,Sanaah
1,Sanam
1,Sandeep
1,Sandhya
1,Sandip
7,Sandra
3,Sandy
1,Sanella
1,Sangreet
1,Saniya
1,Sanjna
5,Santana
1,Santanna
1,Santina
56,Sara
275,Sarah
1,Sarah-Jean
1,Saralena
#,Baby Girl Names
2,Saralyn
1,Saranyah
1,Sara-Ray
1,Sareena
1,Sarena
1,Sarha
1,Sarina
1,Sarine
1,Sarra
1,Sas
9,Sasha
1,Sashah
1,Sausha
1,Savahana
3,Savanah
12,Savanna
32,Savannah
1,Savanpreet
1,Savaunnah
1,Saveah
1,Savitri
1,Savneet
1,Sayde
1,Sayvana
2,Scarlett
1,Scarlette
1,Schae-Lynne
1,Schalyn
1,Schinae
1,Scout
1,Scoutt
1,Sean
16,Seanna
1,Seannah
1,Seattle
1,Sefrah
1,Sei
8,Selena
1,Selena-Lee
2,Selin
4,Selina
1,Seltic
1,Semhar
1,Seneca
1,Sephrah
1,Serana
14,Serena
3,Serenity
1,Serine
1,Serrina
1,Sevan
#,Baby Girl Names
1,Sha-Anne
1,Shacony
1,Shade
1,Shadey
1,Shadutda
5,Shae
1,Shae-Dawn
2,Shaela
1,Shaelee
6,Shaelyn
5,Shaelynn
7,Shae-Lynn
2,Shaena
1,Shafreena
1,Shahnaz
1,Shahwahnekzhihk
2,Shaila
1,Shailee
1,Shai-Linn
6,Shaina
1,Shainalea
1,Shakona
1,Shakyra
1,Shalagh
1,Shalane
1,Shalee
2,Shaleen
1,Shaleena
1,Shaleigh
1,Shalena
2,Shalene
1,Shaley
1,Shallon
1,Shalynn
1,Shalynne
1,Shamika
6,Shana
2,Shanai
6,Shanaya
1,Shandal
1,Shandel
2,Shandelle
1,Shandler
2,Shandra
1,Shandree
1,Shandryn
1,Shandy
1,Shandyn
1,Shanea
1,Shanel
1,Shanell
#,Baby Girl Names
7,Shanelle
83,Shania
2,Shaniah
2,Shanice
1,Shaniece
2,Shanise
1,Shanita
1,Shaniya
5,Shanna
1,Shanna-Dale
1,Shannah
1,Shannara
1,Shannay
1,Shannaya
1,Shannen
1,Shannesha
34,Shannon
1,Shannon-Lee
2,Shantal
1,Shantana
5,Shantel
2,Shantell
5,Shantelle
1,Shanu
1,Shanya
1,Shanyce
1,Shanyn
1,Shaquilla
1,Shaquille
1,Shara
1,Sharan
1,Sharayah
1,Sharaza
1,Sharelle
1,Sharina
1,Sharion
1,Sharla
1,Sharleen
3,Sharlene
2,Sharn
1,Sharolyn
10,Sharon
1,Sharyn
1,Shashony
1,Shatisha
1,Shaulin
1,Shaun
6,Shauna
1,Shaunie
1,Shaunte
2,Shauntelle
#,Baby Girl Names
1,Shavon
1,Shavonne
1,Shawn
13,Shawna
1,Shawnay
1,Shawnd
1,Shawnda
1,Shawnee
1,Shawney
1,Shawnte
1,Shawntel
5,Shay
1,Shayana
1,Shayanna
2,Shaye
25,Shayla
1,Shay-La
1,Shaylah
1,Shaylan
1,Shayleah
5,Shaylee
4,Shayleen
9,Shaylene
2,Shaylin
3,Shaylyn
1,Shaylynn
1,Shay-Lynn
1,Shaylynne
11,Shayna
1,Shaynah
1,Shayne
1,Shaynel
1,Shaynne
1,Shaziana
1,Shazlyn
1,Shazmin
8,Shea
1,Sheal
