Baby Boy Names Registered in 2005,
1,Amrinder
2,Amrit
1,Amritpal
1,Amro
1,Amun
1,Anakin
1,Anandjot
2,Anas
1,Anash
1,Andaira
1,Anden
2,Anders
2,Anderson
1,Andon
1,Andonis
6,Andre
7,Andreas
1,Andrei
1,Andres
124,Andrew
1,Andriy
1,Andro
1,Androcles
2,Andrue
1,Andun
7,Andy
1,Aneil
1,Anes
3,Angad
4,Angel
4,Angelo
4,Angus
1,Anhad
1,Anikin
1,Aniq
2,Anish
1,Anjel
1,Anjrel
#,Baby Boy Names
3,Anmol
1,Anmolpreet
1,Ansen
6,Anson
1,Anthany
63,Anthony
2,Antoine
4,Anton
1,Antoneo
1,Antoni
11,Antonio
3,Antony
2,Antun
1,Anvir
1,Anyang
1,Anzell
1,Anzuruni
1,Aodhan
1,Aown
1,Apaar
1,Apollo
1,Apolo
1,Appollon
1,Ara
1,Arad
1,Arahel
1,Arashdeep
1,Arbnor
4,Archer
1,Arda
2,Arden
1,Ardyn
1,Arees
2,Aren
1,Arenza
1,Ari
2,Aric
1,Aricin
2,Ariel
2,Aries
1,Ariesh
1,Arieus
1,Ariffullah
2,Arik
1,Arin
1,Arion
5,Arjun
1,Ark
1,Arland
#,Baby Boy Names
2,Arlen
17,Armaan
1,Armaani
1,Armaan-Singh
1,Arman
1,Armand
1,Armando
1,Armond
1,Arnad
1,Arnav
3,Arnie
1,Arnish
2,Arnold
2,Aron
1,Aroop
1,Arpit
1,Arpon
1,Arsalaan
1,Arshan
1,Arshawn
5,Arshdeep
5,Arthur
1,Arturo
3,Arvin
10,Aryan
1,Asa
2,Asad
1,Aschyr
1,Aseel
3,Ash
1,Ashaz
1,Ashdyn
18,Asher
1,Ashish
1,Ashlen
1,Ashmanjot
1,Ashrat
3,Ashten
1,Ashtin
83,Ashton
1,Ashton-Jacob
1,Ashton-Lee
4,Ashtyn
2,Ashwin
1,Aspen
1,Aspyn
1,Assadullah
1,Aston
1,Atari
#,Baby Boy Names
1,Ateeb
1,Ateeq
2,Ater
3,Athan
1,Athen
1,Atlantis
1,Atlee
1,A'Treal
5,Atticus
3,Aubrey
1,Auden
1,Audric
1,August
3,Augustus
1,Aulden
1,Aundre
1,Ausiny
1,Austan
3,Austen
169,Austin
2,Auston
3,Austyn
1,Avan
1,Aven
28,Avery
1,Avian
1,Avineet
1,Avneesh
1,Avon
1,Avory
1,Avraham
1,Avry
1,Awab
1,Awais
1,Axel
1,Axton
1,Axxel
1,Ayaan
4,Aydan
40,Ayden
1,Ayden-Jacob
2,Aydin
2,Ayman
1,Aymen
2,Ayrton
1,Ayub
1,Ayush
1,Azaz
1,Azeriel
#,Baby Boy Names
1,Azmee
1,Baazil
118,Baby
1,Badee
1,Baeminet
1,Baha
3,Bahaa
4,Bailey
1,Baily
1,Bain
1,Bais
1,Bakr
1,Baldwin
1,Baljot
1,Balkaran
1,Balroop
1,Bamiyo
1,Bangre
1,Bao
1,Bao-Vincent
1,Barham
1,Baron
3,Barrett
1,Barron
1,Baryn
1,Bas
1,Basam
2,Basem
2,Basil
1,Bassim
1,Batist
2,Bauer
1,Bayden
1,Baylen
1,Bayne
1,Bearwalker
9,Beau
1,Beaudrie
1,Beauregard
3,Beck
2,Beckett
1,Beckham
4,Belal
17,Ben
3,Benedict
3,Benen
2,Benjamen
171,Benjamin
1,Benjamin-Robert
#,Baby Boy Names
1,Benjmein
13,Bennett
5,Benny
2,Benoit
2,Benson
2,Bentley
1,Bereket
2,Bergen
1,Berkyn
1,Bernabe
2,Bernard
2,Bernhard
1,Bernherdt
1,Bernie
1,Bevan
1,Bhavanveer
2,Bhavnoor
1,Bhavshaun
1,Bhavsimran
1,Biar
1,Bienvenido
8,Bilal
4,Billy
1,Binaypal
1,Bir
1,Birkarn
1,Bisman
1,Bjar
1,Bjorn
1,BjornJack
2,Bladen
1,Blaiden
1,Blain
6,Blaine
6,Blair
4,Blaise
1,Blaize
46,Blake
2,Blane
1,Blayde
1,Blayden
1,Blayz
1,Blayze
5,Blaze
2,Bo
1,Boady
1,Bobtail
2,Boden
1,Bodhi
#,Baby Boy Names
1,Bodi
1,Bohdan
1,Bohdi
1,Boi
2,Bol
1,Bona
1,Borden
1,Boris
1,Botan
1,Bowen
3,Boyd
2,Brad
35,Braden
1,Bradey
1,Bradin
1,Bradlee
32,Bradley
4,Bradly
2,Bradon
59,Brady
3,Bradyn
24,Braeden
2,Braedon
1,Braedyn
1,Braelin
1,Braelyn
1,Brahin
15,Braiden
5,Bram
1,Brampton
2,Brandan
3,Branden
1,Brander
92,Brandon
1,Brandt
1,Brandyn
1,Branse
1,Branson
1,Branston
1,Brant
1,Brasen
1,Brasil
1,Braven
1,Braxden
10,Braxton
1,Braxtyn
1,Braycen
2,Braydan
99,Brayden
#,Baby Boy Names
7,Braydon
1,Braydyn
2,Brayson
2,Brayton
1,Brayvon
3,Breck
1,Breckin
1,Brekkan
1,Brell
1,Bren
29,Brendan
11,Brenden
4,Brendon
1,Brenen
15,Brennan
6,Brennen
4,Brent
1,Brenton
1,Breoghan
4,Bret
1,Breton
34,Brett
3,Bretton
1,Brey
1,Breyan
1,Breydon
1,Breyson
17,Brian
4,Brice
1,Brieman
1,Brigam
3,Briggs
1,Brigham
4,Brighton
1,Briley
1,Brisias
1,Britain
1,Britten
1,Broc
31,Brock
2,Broden
1,Broderick
2,Brodey
1,Brodi
16,Brodie
73,Brody
1,Broedan
1,Broedy
2,Brogan
#,Baby Boy Names
1,Brohden
1,Brok
1,Bron
3,Bronson
1,Bronze
1,Brook
1,Brooklin
1,Brooklyn
2,Brooks
1,Broyden
5,Bruce
1,Brunel
13,Bryan
32,Bryce
1,Brycen
3,Bryden
1,Brydon
2,Bryer
1,Brylin
2,Bryn
1,Brynmor
2,Brynn
1,Brysen
5,Bryson
1,Brytan
3,Bryton
1,Buddy
1,Burhanuddin
3,Burke
1,Byrnard
4,Byron
1,Caalum
1,Cache
1,Cadan
13,Cade
34,Caden
2,Cadence
1,Cadence-Oliver
1,Cadin
3,Caeden
3,Cael
10,Caelan
2,Caeleb
1,Caelen
1,Caelin
1,Caelum
2,Cage
1,Cahil
2,Cai
#,Baby Boy Names
1,Caidan
1,Caide
12,Caiden
1,Caidyn
1,Cailan
1,Cailin
1,Cailyn
1,Cain
1,Cainin
1,Caise
2,Caius
1,Caiyl
1,Calan
3,Calder
13,Cale
119,Caleb
1,Calem
4,Calen
1,Calin
6,Callan
1,Callder
17,Callum
2,Calub
3,Calum
11,Calvin
1,Cam
7,Camden
1,Camdon
1,Camerino
77,Cameron
2,Camilo
1,Camlen
2,Camron
1,Camron-Joey
1,Candin
1,Cannon
1,Canon
2,Canyon
1,Caramon
1,Cardiff
2,Carl
1,Carlin
1,Carlo
4,Carlos
1,Carmelo
6,Carmine
1,Carney
1,Caron
1,Carpenter
#,Baby Boy Names
5,Carsen
65,Carson
1,Carsten
3,Carsyn
207,Carter
1,Casdin
1,Caseley
9,Casey
8,Cash
1,Cashel
1,Cashtin
2,Cashton
1,Cashus
1,Caspar
1,Casper
1,Caspian
1,Cassian
1,Cassidy
1,Cassius
1,Cassuis
1,Castin
1,Caton
2,Cavan
1,Cavin
1,Cayd
1,Caydance
18,Cayden
1,Cayl
1,Caylan
1,Cayle
1,Caylem
1,Caylin
1,Cayman
1,Cayshaun
1,Ceajay
1,Ceazar
1,Cebastian
1,Cedar
1,Cedere
2,Cedric
1,Cegan
1,Celdrine
1,Cesar-Paolo
3,Chace
11,Chad
1,Chaduer
17,Chance
1,Chancey
2,Chandler
#,Baby Boy Names
1,Channing
1,Chanse
1,Chanson
1,Chanveer
1,Chany
1,Charanpreet
37,Charles
15,Charlie
1,Charmi
1,Charter
69,Chase
1,Chase-Kieran
1,Chaseton
1,Chasey
1,Chavaz
2,Chayce
1,Chayse
1,Chayska
1,Chayton
1,Chaz
1,Chazdynn
3,Chazz
1,Ched
1,Chep
2,Chester
1,Chet
1,Chetan
1,Chey
1,Chez
1,Chezney
1,Chi
1,Chidumaga
1,Chinaemelum
1,Chinedum
1,Chistopher
3,Chris
1,Chrishawn
1,Christain
47,Christian
1,Christian-Matthew
1,Christian-Nguyen- Khang
1,Christophe
70,Christopher
1,Christos
1,Chun
1,Chung
1,Chypper
7,Cian
5,Ciaran
#,Baby Boy Names
1,Ciaron
1,Cisco
1,CJ
1,Clancy
4,Clarence
8,Clark
2,Clarke
2,Claudio
6,Clay
1,Clayson
12,Clayton
1,Cleveland
1,Clifford
3,Clint
4,Clinton
3,Clyde
1,Coalton
6,Coby
1,Cobyn
1,Coda
1,Coda-Kree
2,Coden
1,Codi
2,Codie
40,Cody
10,Coen
2,Cohan
48,Cohen
1,Cohin
1,Colan
1,Colbe
1,Colbie
1,Colbin
42,Colby
1,Coldan
122,Cole
2,Coleman
1,Coleton
22,Colin
7,Collin
1,Colson
1,Colston
4,Colt
2,Coltan
13,Colten
1,Colter
1,Coltin
48,Colton
2,Coltyn
#,Baby Boy Names
1,Conal
1,Connar
37,Conner
1,Connery
1,Connin
1,Connley
2,Connolly
151,Connor
4,Conor
7,Conrad
1,Conroy
1,Constantin
1,Constantine
56,Cooper
1,Corban
1,Corbet
1,Corbett
34,Corbin
1,Corbon
1,Corbyn
4,Cordell
1,Cordelle
8,Corey
1,Cormac
1,Cornelis
2,Cornelius
1,Cornell
5,Corny
1,Cort
2,Cortez
2,Corwin
1,Corwyn
9,Cory
1,Coster
1,Coulsen
1,Coulson
1,Cowan
2,Cowen
1,Coy
4,Craig
1,Crandal
1,Crayton
1,Creed
1,Creedance
1,Creedence
1,Creedon
1,Creek
1,Creo
1,Creston
#,Baby Boy Names
1,Cris
1,Crispin
2,Cristian
1,Crouger
6,Cruz
1,Cue
4,Cullen
1,Curan
1,Curran
23,Curtis
2,Cy
1,Cylas
1,Cylis
1,Cypris
8,Cyrus
1,D.J
3,Dade
1,Daegan
2,Daelan
1,Daelin
1,Daelyn
2,Daemon
1,Daesean
1,Dagar
1,Daillon
2,Dailyn
1,Daimen
1,Daimon
1,Dain
1,Dainek
1,Daisson
1,Daja
1,Dajan
1,Dak
23,Dakota
1,Dakotah
1,Dakowta
1,Dalane
3,Dale
2,Dalen
1,Daljit
1,Dalla
3,Dallan
11,Dallas
1,Dallen
2,Dallin
1,Dallon
1,Dally
1,Dallyn
#,Baby Boy Names
1,Dalten
8,Dalton
2,Damari
1,Damek
1,Dameon
23,Damian
22,Damien
1,Damieon
1,Daminic
5,Damion
25,Damon
2,Damyn
1,Dan
1,Dana
7,Dane
1,Dangelo
1,Danial
147,Daniel
1,Daniel-Bernard-Danger
1,Daniil
1,Danil
1,Danillo
1,Danish
1,Daniyal
10,Danny
1,Danry
15,Dante
1,Dantin
1,Danwill
2,Danyal
1,Danzel
1,Daood
1,Darcel
1,Darcey
5,Darcy
8,Darian
4,Darien
1,Dario
1,Darion
13,Darius
1,Darius-Draco
1,Dariush
2,Darnell
1,Darrel
15,Darren
2,Darrian
2,Darrien
1,Darrion
1,Darrison
#,Baby Boy Names
2,Darrius
1,Darryen
4,Darryl
1,Darshan
1,Darshdeep
1,Dartanian
1,Darus
6,Darwin
1,Daryan
1,Daryll
1,Daryn
1,Da'Shayne
1,Dashiell
1,Dasius
2,Dason
2,Dathan
3,Dave
1,Daven
1,Davey
83,David
1,David-James
1,Davien
8,Davin
14,Davis
1,Davram
1,Davran
1,Davyn
1,Dawit
46,Dawson
2,Dawsyn
7,Dax
1,Daxson
2,Daxton
1,Daxx
1,Dayan
4,Daylan
4,Daylen
2,Daylin
1,Daylon
1,Daymiene
2,Daymon
4,Dayne
1,Dayon
1,Dayshen
1,Dayten
9,Dayton
1,Dayton-Victor
1,Dayvin
1,Dayyan
#,Baby Boy Names
2,Deacon
2,Deagan
2,Deagen
1,Deaglan
12,Dean
1,De'Andre
1,Decen
38,Declan
1,Declie
1,Declin
1,Deedar
4,Deegan
2,Deep
2,Deepak
2,Degan
1,Degen
1,Dehl
1,Deidrich
1,Deigen
2,Deigo
3,Deion
1,Deisel
1,Deizel
1,Dekkon
2,Deklan
1,DeKlan
3,Deklin
1,Deklyn
1,Delainey
1,Delaney
1,Delano
1,Delton
1,Delvin
1,DeMarco
1,Demarco
1,Demetri
1,Demetrio
3,Demetrios
2,Demetrius
2,Demitri
1,Demitrius
1,Denallie
4,Deng
1,Denim
3,Denis
9,Dennis
1,Denten
1,Denton
6,Denver
#,Baby Boy Names
3,Denzel
1,Deon
1,Deondre
1,Dequawn
1,Derck
20,Derek
1,Derian
1,Deric
1,Derric
4,Derrick
1,Derrik
1,Derwin
1,Deryk
2,Deshaun
1,Desi
3,Desmond
2,Destin
6,Devan
1,Devante
2,Deven
22,Devin
1,Devlan
5,Devlin
23,Devon
1,Devonn
2,Devrin
1,Devun
3,Devyn
6,Dexter
4,Dezmond
1,Dhamon
1,Dhaylin
1,Dhillon
1,Dhol
4,Dhruv
1,Diadan
1,Dian
1,Di'Angelo
1,Diany
1,Diedrich
20,Diego
1,Diemone
1,Dierk-Geoffery
4,Diesel
1,Dieterick
2,Diezel
1,Diljot
3,Dillan
13,Dillon
#,Baby Boy Names
2,Dilon
1,Dilpreet
1,Dilraj
2,Dilroop
2,Dilshan
1,Dilyn
3,Dimitri
1,Dimitrije
1,Dimitrious
1,Dino
3,Dion
1,Diondre
1,Diosdado
1,Dirk
1,Divino
1,DJ
1,Django
1,Dmitri
1,Dmitry
1,Doc
1,Dolan
3,Domanic
2,Domanick
2,Domenic
1,Domenick
1,Domenico
1,Domenik
1,Domingo
1,Domingos
53,Dominic
12,Dominick
15,Dominik
1,Dominique
1,Dominyk
2,Domonic
1,Domonik
1,Domonique
3,Don
3,Donald
1,Donavan
1,Donavin
1,Donevin
17,Donovan
2,Donte
1,Dor
4,Doran
1,Doren
9,Dorian
1,Doruk
#,Baby Boy Names
1,Dothan
11,Douglas
1,Draco
1,Draden
1,Drae
2,Draeden
1,Drago
1,Dragon
2,Draiden
16,Drake
1,Drakko
5,Draven
1,Draydan
13,Drayden
1,Draydon
1,Drayke
1,Drayson
5,Drayton
1,Drayvon
1,Drayzen
2,Dre
1,Dreaver
1,DreShaun
1,Dresion
1,Dretin
25,Drew
1,Drewan
1,Drey
1,Dreyden-Aries
1,Dreydin
1,Dreymon
1,Dreyton
1,Dreyvon
1,Drezell
1,Drickus
2,Dru
7,Dryden
1,Dugrey
1,Dunamis
9,Duncan
1,Dunmoore
1,Duntell
1,Duran
1,Durrel
1,Durrell
1,Durrelle
1,Durwin
1,Durwyn
1,Dusan
#,Baby Boy Names
14,Dustin
1,Dustyn
2,Dwayne
1,Dycen
1,Dyego
141,Dylan
1,DylanThomas
1,Dylen
3,Dyllan
2,Dylon
1,Dymitri
4,Dyson
1,Eam
2,Eamon
1,Eamonn
3,Earl
1,Eassah
1,Easson
1,Easten
22,Easton
1,Eastyn
1,Ebaad
2,Ebad
1,Ebben
1,Ebenezer
1,Ed
1,Edan
1,Ed-Bert
2,Eddie
5,Eden
1,Edge
1,Edison
1,Edmond
2,Edmund
21,Edward
1,Edward-Bence
5,Edwin
1,Edwyn
1,Effram
1,Efosa
1,Ehab
1,Ehsaan
1,Ehsan
1,Eiler
1,Eirik
1,Eissa
1,Eiu
1,Eja
1,Ekambir
#,Baby Boy Names
1,Ekaum
1,Ekenedilichukwu
1,Ekjot
1,Ekow
1,Elcid
1,Elden
1,Eldon
1,Elemo
1,Elgin
17,Eli
16,Elias
1,Elie
57,Elijah
1,Elijia
1,Elijjah
2,Eliot
1,Elisah
1,Eliseo
1,Elisha
1,Elkan
1,Ella
1,Elleazar
10,Elliot
4,Elliott
1,Elmi
1,Elmore
1,Elton
1,Elvin
3,Elvis
2,Elyas
2,Emad
3,Emanuel
1,Emerance
1,Emeric
8,Emerson
6,Emery
2,Emile
1,Emilian
1,Emilio
1,Emin
1,Emir
14,Emmanuel
1,Emmet
12,Emmett
1,Emmette
2,Emmitt
1,Emory
1,Emperor-Phu-Lac
1,Emric
#,Baby Boy Names
1,Emry
1,Enric
1,Enrique
2,Enzo
1,Eoin
1,Ephraim
1,Ephrem
1,Ephriam
1,Ephrum
1,Erasmus
1,Ercel
78,Eric
5,Erich
5,Erick
29,Erik
1,Erikson
1,Eriond
1,Erminio
1,Ernav
4,Ernest
1,Ernesto
3,Ernie
1,Eron
1,Ertugrul
1,Erwin
2,Eryk
1,Esa
1,Escher
2,Eshaan
3,Eshan
1,Eshay
1,Eshton
1,Esomchi
5,Esteban
1,Estefan
343,Ethan
5,Ethen
1,Ethyn
2,Etienne
1,Euan
1,Eugene
1,Eusebius
176,Evan
1,Evangelos
1,Evann
1,Everest
1,Everet
14,Everett
1,Everist
#,Baby Boy Names
1,Evren
2,Evyn
14,Ewan
1,Ewen
1,Exzander
1,Eyasu
1,Eyoel
1,Eythan
1,Ezadin
4,Ezekiel
1,Ezias
8,Ezra
1,Faber
2,Fabian
2,Fahad
1,Faisal
2,Faizaan
1,Faizan
1,Fajar
1,Falih
2,Faolan
3,Faraan
1,Faraz
1,Fardan
1,Farhaan
3,Farhan
1,Faris
1,Fariss
1,Farouq
1,Farrell
1,Farshad
1,Fawaz
1,Fayez
1,Feargus
1,Fedor
1,Felipe
16,Felix
1,Felix-Antoine
1,Feodor
1,Ferenc
3,Fernando
1,Ferris
1,Fessehaye
6,Filip
2,Finlay
8,Finley
15,Finn
1,Finnegan
1,Finnigan
#,Baby Boy Names
1,Finnley
1,Firoelle
3,Fisher
1,Fletcher
1,Florent
3,Forbes
1,Ford
1,Forest
2,Forrest
2,Foster
1,Fox
1,Foxx
3,Francesco
3,Francis
1,Francisco
1,Franco
6,Frank
4,Franklin
1,Fransz
5,Franz
2,Fraser
5,Frederick
1,Fredrik
1,Freeman
1,Fritz
1,Frost
1,Fuad
1,Fuat
1,Fulton
1,Furious
3,Fynn
1,Gabby
1,Gabe
1,Gabor
1,Gabreal
2,Gabreil
116,Gabriel
1,Gagandeep
24,Gage
1,Gaige
1,Gaij
1,Galaxia
1,Ganesh
1,Gannon
1,Garang
3,Gareth
4,Garett
1,Garin
1,Garion
#,Baby Boy Names
2,Garnet
1,Garott
6,Garret
18,Garrett
2,Garrick
1,Garrik
1,Garrin
4,Garrison
3,Garry
2,Garth
3,Gary
1,Gatdor
1,Gauge
1,Gautam
1,Gauyn
72,Gavin
1,Gavrie
1,Gavyn
1,Gebran
1,Geffery
1,Gene
1,Gentry
1,Geo
3,Geoffrey
1,Geoffry
1,Geordan
1,Geordie
16,George
1,Georgeio
1,Georgio
3,Gerald
1,Gerard
1,Gerardo
2,Gerhard
1,Gerry
1,Geshey
1,Ghulam
1,GianLuca
1,Gianluca
1,Gian-Marco
4,Gianni
1,Gianpaolo
1,Gibril
5,Gibson
2,Gideon
1,Gierhort
1,Gil
2,Gilbert
1,Gion
#,Baby Boy Names
1,Giordan
2,Giorgio
1,Giovanni
1,Giuseppe
1,Glen
1,Glendon
1,Gmo
1,Goanar
1,Gonzalo
1,Gopal
1,Gordie
11,Gordon
1,Govind
1,Graceon
1,Gracien
1,Gracin
1,Gracyn
1,Gradon
9,Grady
1,Graedon
1,Graedy
8,Graeme
2,Graeson
6,Graham
2,Graison
11,Grant
2,Grayden
1,Graydie
6,Graydon
3,Graysen
35,Grayson
8,Gregory
1,Grey
1,Greyden
2,Greysen
5,Greyson
1,Greysyn
1,Griffen
15,Griffin
1,Gryphen
1,Gryphon
2,Guerin
1,Guevarro
1,Guilhem
1,Gunbir
5,Gunnar
1,Gunner
1,Guot
1,Gur
#,Baby Boy Names
1,Gureet
1,Gurick
1,Gurjaan
1,Gurjap
1,Gurjeevan
1,Gurjot
1,Gurkaran
1,Gurleen
3,Gurman
1,Gurmanvir
1,Gurmet
2,Gurnoor
1,Gursahib
2,Gursajan
1,Gursewak
3,Gurshaan
3,Gurshan
1,Gurshan-Deep-Singh
1,Gursharan
1,Gurtab
1,Gurtaj
1,Gurwant
1,Gustav
1,Gustave
1,Gustavo
2,Guy
1,Gyula
1,Haaken
1,Haakon
1,Haamad
1,Haashim
1,Habib
1,Habibullah
2,Haden
1,Hadeon
1,Hadi
1,Hadley
1,Hadrian
2,Hadyn
4,Haiden
2,Haider
1,Halen
3,Hamish
5,Hamza
4,Hamzah
1,Hank
1,Hans
1,Hansen
1,Harald
#,Baby Boy Names
1,Haran
1,Harbind
1,Harderickdeep
1,Harding
1,Hardy
1,Harian
1,Haris
1,Harjaap
1,Harjas
1,Harjoban
2,Harjot
1,Harjyot
1,Harkaran
1,Harkeerat
1,Harkevin
3,Harkirat
1,Harkrit
1,Harleen
1,Harlem
10,Harley
1,Harley-Ian
1,Harlow
6,Harman
1,Harmanjot
2,Haroon
3,Harper
1,Harris
9,Harrison
1,Harrold
1,Harry
3,Harshaan
3,Harshan
2,Harshdeep
1,Harshpreet
1,Harshveer
1,Haruki
1,Harune
1,Harveer
2,Harvey
1,Harvin
1,Harvinder
1,Harvir
1,Harwen
2,Hasan
1,Haseeb-Ullah
1,Haseem
1,Hashem
1,Hashir
2,Hassan
#,Baby Boy Names
2,Hassen
1,Havelock
2,Haven
102,Hayden
1,Haydin
2,Haydn
1,Haydon
1,Haydyn
1,Haye
1,Haylen
1,Hayvin
1,Hazen
1,Hea-In
4,Heath
1,Heaton
1,Heiko
1,Heinrich
1,Heinry
2,Henri
1,Henrik
20,Henry
2,Herbert
2,Herman
1,Heron
1,Hesston
1,Hewitt
1,Hezekiah
1,Hidar
1,Hijran
1,Himat
1,Hiroto
2,Hisham
14,Holden
2,Holt
1,Holton
1,Hossen
1,Houd
4,Houston
1,Hovie
3,Howard
1,Howie
2,Hoyt
1,Hubert
1,Hudayfa
41,Hudson
4,Hugh
1,Hughie
1,Hughston
4,Hugo
#,Baby Boy Names
1,Hugo-Matthew
1,Humza
100,Hunter
1,Husain
1,Husam
1,Hussain
2,Hussein
1,Hussien
1,Huthayfah
1,Huy
1,Huzaifa
1,Hydar-Ali
1,Hyrum
3,Iain
38,Ian
1,Iaynan
1,Ibraheem
9,Ibrahim
1,Ibssa
1,Ideen
1,Idelfonso
1,Idrees
1,Idriss
1,Ignatius
1,Ihsan
1,Ijnse
1,Ikenna
1,Ikjot
1,Ilaka
3,Ilan
1,Ilias
1,Ilyaaseen
1,Ilyas
1,Imad
2,Iman
2,Immanuel
1,Imran
1,Inderjit
1,Inderpreet
1,Inderveer
1,Indiana
1,Inferno
1,Inji
1,Inshal
1,Ioannis
1,Ira
1,Irfan
1,Irtaza
1,Irvin
#,Baby Boy Names
72,Isaac
2,Isaak
1,Isaaka
1,Isai
44,Isaiah
1,Isak
2,Ishaan
1,Ishaanjeet
4,Isiah
1,Isidore
2,Ismail
1,Ismiel
3,Israel
1,Issa
1,Issaac
6,Issac
1,Iszach
11,Ivan
1,Ivar
1,Ivory
1,Iyan
1,Iyuael
1,Izaac
2,Izak
1,Izrael
1,Izzak
2,Jaan
1,Jabin
1,Jabriel
1,Jac
29,Jace
129,Jack
1,Jackie
1,Jack-James
89,Jackson
4,Jacky
1,Jaclyn
239,Jacob
1,Jacobi
1,Jacoby
1,Jacsen
1,Jacy
4,Jad
1,Jade
35,Jaden
1,Jadin
1,Jadis
1,Jadon
1,Jadyn
#,Baby Boy Names
1,Jaedan
1,Jaedbez
2,Jaeden
1,Jaedon
1,Jaedyn
1,Jaelan
2,Jaelen
1,Jafar
1,Jaffar
1,Jaffer
2,Jagbir
4,Jager
5,Jagger
1,Jagr
1,Jagur
1,Jahngeer
1,Jahsiah
2,Jai
1,Jaid
12,Jaiden
3,Jaidyn
1,Jaimie
1,Jaimin
1,Jaipal
1,Jairen
2,Jairus
1,Jaiveer
45,Jake
34,Jakob
2,Jakobi
1,Jakobus
3,Jakub
1,Jakub-David
1,Jal
2,Jalal
5,Jalen
2,Jalil
1,Jallal
1,Jamaal
7,Jamal
124,James
2,Jameson
1,James-Wyatt
1,Jamiah
14,Jamie
2,Jamieson
1,Jamil
2,Jamin
2,Jamison
#,Baby Boy Names
3,Jan
1,Ja'Naar
1,Jan-Gerard
1,Janks
1,Jan-Michael
1,Jannar
1,Jansun
1,Japen
1,Japmeet
1,Japnam
1,Jaquain
1,Jardin
39,Jared
1,Jaremy
3,Jaren
2,Jaret
1,Jareth
1,Jarett
1,Jaris
1,Jarnell
2,Jarod
2,Jarom
3,Jarome
5,Jaron
1,Jarret
5,Jarrett
1,Jarrod
1,Jarron
2,Jarvis
1,Jaryd
1,Jaryd-Clinton
1,Jaryk
1,Jaryn
6,Jase
3,Jashan
2,Jashandeep
1,Jasiah
1,Jasjeet
2,Jaskaran
1,Jaskarn
1,Jaskirat
1,Jaskran
1,Jasman
2,Jasmeet
1,Jasnpreet
1,Jasnum
42,Jason
16,Jasper
3,Jaspreet
#,Baby Boy Names
1,Jaston
1,Javan
1,Javari
1,Javaugn
1,Javid
3,Javier
1,Javyn
3,Jawad
3,Jax
4,Jaxen
35,Jaxon
23,Jaxson
2,Jaxx
2,Jaxyn
8,Jay
10,Jayce
1,Jaycee
1,Jaycen
1,Jaycob
1,Jaycus
1,Jaydan
