#,Baby Girl Names
1,A.J
1,Aaesha
1,Aafia
1,Aaila
2,Aaisha
1,Aala
1,Aalaiyah
1,Aaliah
3,Aaliya
34,Aaliyah
1,Aalyssa
1,Aamani
2,Aanika
1,Aaniya
1,Aanuoluwatomilehin
1,Aanya
2,Aaralyn
2,Aaralynn
1,Aarionne
2,Aariya
1,Aarna
1,Aarushi
3,Aarya
1,Aaryannah
1,Aashini
1,Aashmeen
1,Aashna
2,Aasia
1,Aavreen
1,Abaeny
1,Abagael
3,Abagail
1,Abagale
1,Abaigael
1,Abak
1,Abbagail
1,Abbagale
9,Abbey
1,Abbeygale
3,Abbi
8,Abbie
1,Abbiegaile
1,Abbie-Rae
14,Abbigail
4,Abbigale
1,Abbigayle
1,Abbotte
22,Abby
9,Abbygail
3,Abbygale
#,Baby Girl Names
1,Abbygayle
1,Abbylynn
1,Abeeha
1,Abeer
1,Abeera
1,Abegael
1,Abegail
3,Aberdeen
1,Aberlie
1,Abhijot
1,Abi
1,Abia
1,Abida
1,Abielah
1,Abigael
147,Abigail
1,AbiGail
1,Abigail-Grace
1,Abigal
6,Abigale
6,Abigayle
1,Abigel
1,Abiyya
1,Abneet
1,Aboluwake
2,Abrar
1,Abriel
1,Abriella
5,Abrielle
1,Abril
1,Abuor
2,Abygail
1,Abygayle
4,Acacia
2,Acadia
1,Acaisha
1,Accayla
1,Aceline
1,Acelyn
1,Achol
1,Achuol
13,Ada
1,Adaira
1,Adal
1,Adalei
2,Adalia
2,Adaline
1,Adalya
13,Adalyn
4,Adalynn
#,Baby Girl Names
1,Ada-Lynn
1,Adamandia
1,Adaora
3,Adara
1,Adaw
1,Adaya
1,Addelyn
1,Addelynn
1,Addesyn
1,Addilynn
104,Addison
1,Addisson
7,Addisyn
1,Addylayde
1,Addysen
17,Addyson
1,Adea
1,Adedoyin
3,Adeena
1,Adel
1,Adela
1,Adelai
7,Adelaide
2,Adelaine
8,Adele
1,Adèle
1,Adelee
3,Adelia
1,Adélie
1,Adelin
4,Adeline
1,Adelinh
2,Adella
3,Adelle
4,Adelyn
1,Adelyne
3,Adelynn
2,Adelynne
1,Ademide
1,Adenike
1,Adessa
1,Adew
2,Adi
1,Adia
1,Adianna
1,Adilane
1,Adina
2,Adison
2,Adisyn
1,Aditi
#,Baby Girl Names
1,Adlee
1,Adley
1,Adlin
1,Adna
1,Adolyn
1,Adora
1,Adreanna
2,Adria
1,Adriah
2,Adrian
17,Adriana
21,Adrianna
1,Adriannah
1,Adrie
1,Adriel
2,Adrielle
2,Adrien
5,Adrienne
1,Adritha
1,Adryana
1,Adut
1,Advika
1,Adya
1,Adysen
3,Adyson
1,Adysson
1,Aedyn
1,Aeisha
1,Aella
1,Aerial
1,Aeriani
1,Aerianna
1,Aerielle
1,Aerin
3,Aeris
1,Aerrianne
1,Aerwin
4,Aeva
1,Aeverie
1,Aevva
1,Afiya
1,Afra
1,Afrah
1,Afreen
2,Afton
1,Agampreet
3,Aganetha
1,Agape
6,Agatha
1,Agnes
#,Baby Girl Names
2,Ahlam
1,Ahmed
1,Ahriyah
1,Aicha
3,Aida
2,Aidan
2,Aiden
1,Aidyn
6,Aikam
1,Aikampreet
1,Aiko
7,Aila
5,Aileen
1,Aili
1,Ailin
1,Ailsa
6,Aimee
1,Aimée
1,Aimerie
1,Áine
1,Aingeal
1,Ainna
1,Ainslea
1,Ainsleigh
25,Ainsley
1,Aira
1,Airah
1,Aireanna
1,Aireeannah-Rose
1,Airi
1,Airianna
1,Airi-Jean
1,Airyn
15,Aisha
1,Aishagail
1,Aishwa
2,Aishwarya
1,Aisley
1,Aislin
1,Aisling
3,Aislinn
1,Aislyn
2,Aislynn
1,Aissatou
1,Aithne
1,Aiva
1,Aiveen
2,Aiyana
1,Aiyanna
1,Aiza
#,Baby Girl Names
1,Aizzah
1,Aja
1,Ajah
1,Ajencia
1,Ajianna
1,Ajwa
1,Akaileya
1,Akamjot
1,Akasha
1,Akayla
1,Akeela
1,Akeelah
1,Akem
1,Akesa
1,Akhira
1,Aki
1,Akiko
1,Akila
1,Akilah
2,Akira
1,Akiyah
1,Akon
1,Akot
1,Akshara
1,Akshaya
1,Akual
1,Akuol
1,Akuti
1,Akwal
2,Alaa
1,Ala'a
1,Alabama
1,Alaila
17,Alaina
1,Alaisa
1,Alajandra
1,Alak
11,Alana
1,Alanaah
1,Alanah
5,Alanna
3,Alannah
3,Alara
3,Alaura
2,Alaya
5,Alayah
14,Alayna
1,Alaysia
2,Alba
2,Alberta
#,Baby Girl Names
1,Albi
1,Alceme
1,Alcina
1,Aldyn
1,Aldynne
2,Alea
1,Aleacia
10,Aleah
1,Aleaha
1,Alean
2,Aleana
1,Aleandra
1,Aleda
17,Aleena
1,Aleena-Maree
1,Aleera
1,Aleesa
1,Aleese
2,Aleesha
2,Aleeza
1,Alegra
1,Alegria
1,Aleha
3,Aleigh
3,Aleigha
1,Aleighah
2,Aleiha
2,Aleisha
7,Alejandra
1,Alek
1,Aleka
1,Aleksandra
1,Aleksia
8,Alena
1,Alerie
1,Alese
1,Alesha
4,Alessandra
1,Alessandra-Isabella
6,Alessia
9,Alex
58,Alexa
1,Alexajade
57,Alexandra
1,Alexandrea
1,Alexandretta
16,Alexandria
1,Alexciia-Ray
3,Alexi
9,Alexia
#,Baby Girl Names
1,Alexianna
4,Alexie
1,Alexina
138,Alexis
1,Alexiss
1,Alexsa
1,Alexys
1,Aleya
1,Aleyaunna
1,Aleyce
1,Aleysha
1,Alhan
7,Ali
13,Alia
3,Aliah
2,Aliana
4,Alianna
28,Alice
16,Alicia
1,Alícia
1,Alicja
1,Alicks
3,Alida
1,Aliece
1,Aliesa
1,Aliha-Lynn
1,Alijah
1,Alika
19,Alina
1,Aline
1,Alira
2,Alisa
1,Alise
8,Alisha
3,Alishba
1,Alisia
12,Alison
6,Alissa
1,Alissha
1,Alisz-Rose
1,Alithea
1,Alitheia
1,Alivea
21,Alivia
1,Alivienne
1,Alix
11,Aliya
25,Aliyah
1,Aliyais
1,Aliyanna
#,Baby Girl Names
7,Aliza
1,Alizabeth
1,Alizandra
2,Alize
1,Alla
1,Allana
2,Allegra
1,Alleya
4,Alli
1,Allia
17,Allie
36,Allison
1,Alliyah
2,Allora
1,Allwyn
8,Ally
1,Allyann
1,Allysa
2,Allysha
5,Allyson
2,Allyssa
1,Alma
1,Almas
1,Almeera
2,Almira
4,Alora
2,Alorah
1,Alouat
1,Aloysha
1,Al-Qahhar
2,Althea
1,Aluel
1,Aluong
1,Alveena
1,Alveera
2,Alya
1,Alyah
1,Alyanah
2,Alyanna
1,Alyciah
1,Alyicia
1,Alyla
1,Alyna
1,Alyra
2,Alysa
1,Alyse
5,Alysha
4,Alyson
87,Alyssa
2,Alyssia
#,Baby Girl Names
1,Alysza
5,Alyvia
1,Alyviah
2,Alyza
1,Alyzah
1,Alzena
1,Amaiah
1,Amaiya
1,Amaka
4,Amal
2,Amalia
1,Amalie
1,Amana
3,Amanat
21,Amanda
1,AmandaNicole
1,Amani
1,Amanpreet
6,Amara
1,Amarachi
1,Amarah
1,Amara-Orisha
1,Amareyah
1,Amari
1,Amarisa
1,Amaryah
1,AmatulShakur
13,Amaya
2,Amayah
23,Amber
1,Amber-Leigh
1,Amberlyn
1,Amber-Lynn
1,Ambika
1,Amea
2,Ameera
1,Ameilia
1,Ameira
1,Ameka
1,Ameli
85,Amelia
2,Ameliah
5,Amelie
6,Amélie
1,Amellia
1,Amena
1,Amenda
1,Amerie
2,Amethyst
1,Amiah
#,Baby Girl Names
1,Amica
1,Amiciya
2,Amie
1,Amika
1,Amil
1,Amila
2,Amilia
3,Amina
4,Aminah
1,Aminatunnasa
1,Aminna
9,Amira
3,Amirah
1,Amirrah
1,Amity
4,Amiya
1,Amiyah
1,Amma
1,Ammy
3,Amna
1,Amneek
2,Amneet
1,Amora
1,Amorelle
1,Amot
1,Amran
1,Amreen
1,Amreet
1,Amrina
2,Amrit
3,Amrita
1,Amritpal
1,Amryl
1,Amsah
1,Amuok
41,Amy
2,Amya
1,Amyah
1,Amyda
1,Amylou
1,Amy-Rose
2,An
7,Ana
1,Anaaya
1,Anabel
1,Anabela
2,Anabella
8,Anabelle
1,Anabia
1,Anaëlle
#,Baby Girl Names
2,Anahat
1,Anaiah
1,Anaïs
1,Anaisha
1,Anaiyah
2,Analeigh
1,Analena
2,Analia
1,Analisa
2,Analyn
1,Analysa
1,Ana-Maria
1,Anan
1,Ananda
1,Ananogejok
1,Ananya
2,Ana-Sofia
1,Anastacia
1,Anastacija
1,Anastashia
13,Anastasia
1,Anastasya
2,Anastazia
1,Anastynn
6,Anaya
1,Anayah
1,Andee
1,Anderanna
2,Andi
1,Andianna
6,Andie
1,Andi-Lee
1,Andorra
1,Andra
1,Andrayya
17,Andrea
1,Andrea-Joy
1,Andreina
1,Andria
1,Andriana
1,Ané
1,Aneesa
3,Aneesha
2,Aneet
1,Aneira
1,Aneka
1,Anenya
1,Anessa
1,Aneta
1,Anfal
#,Baby Girl Names
17,Angel
22,Angela
1,Angelene
10,Angelica
1,Angelice
1,Angelin
26,Angelina
2,Angeline
2,Angelique
1,Angella
1,Angel-Sayresa
1,Angelyca
1,Angeth
4,Angie
1,Angilina
1,Anglina
1,Anh
1,Anhad
3,Ania
1,Anica
1,Aniela
1,Aniella
1,Anifa
20,Anika
2,Anikka
1,Aniko
1,Anina
2,Anisa
1,Anise
2,Anisha
1,Anishca
1,Anissa
2,Aniston
1,Anistyn
4,Anita
2,Aniyah
5,Anja
1,Anjali
1,Ankita
1,Ankitha
4,Anmol
1,Anmolpreet
4,Ann
104,Anna
5,Annabel
5,Annabella
32,Annabelle
1,Anna-Belle
1,Annabeth
1,Annaclare
#,Baby Girl Names
1,Annaelyse
1,Annah
1,Anna-Jane
1,Annaka
1,Annalea
1,Annaleah
2,Annalee
2,Annaleigh
1,Anna-Leigh
1,Annali
1,Annalia
1,Annalie
1,Annaliese
5,Annalise
1,Annalynn
1,Anna-Lynn
1,Annalysa
1,Annalyse
1,Annamae
2,Annamarie
1,AnnaMarie
1,Annamay
1,Anna-May
1,Anna-Nuphonh
4,Annastasia
1,Annaya
6,Anne
1,Anneek
2,Anneke
3,Anneliese
3,Annelise
1,Annellisa
1,Anne-Mari
1,AnneMarie
1,Annemieke
1,Annette
1,Annibelle
1,Annica
1,Annick
14,Annie
29,Annika
1,Annisha
1,Annora
1,Annya
2,Anok
1,Anokhi
1,Anoopjot
1,Anora
1,Anouk
2,Anoushka
#,Baby Girl Names
1,Anpatasi
1,Ansen
1,Anshi
1,Anshika
1,Antarjot
1,Anthea
1,Antigoni
1,Antoinette
1,Antonella
3,Antonia
1,Antonina
1,Anureet
1,Anusha
1,Anushah
2,Anushka
1,Anushree
1,Anvi
2,Anwen
1,Anwesha
1,Anwulika
6,Anya
1,Anyat
1,Anyieth
1,Anyka
2,Aoife
1,Aphrodite
1,Apple
7,April
1,Aquila
2,Ara
7,Arabella
1,Arabelle
1,Aradhana
1,Aragson
3,Araina
1,Aram
1,Aranka
1,Arawynn
6,Araya
1,Arayla
1,Archal
1,Archisha
2,Arden
1,Areana
3,Areeba
2,Areebah
2,Areej
1,Areesha
2,Arek
1,Areli
#,Baby Girl Names
1,Arella
1,Areyah
1,Arfa
1,Arhita
1,Ari
13,Aria
2,Ariah
1,Ariahynna
1,Arialla
31,Ariana
3,Ariane
34,Arianna
1,Ariannah
5,Arianne
1,Aria-Rhys
1,Aribah
7,Ariel
1,Ariela
4,Ariella
1,Ari-Ella
4,Arielle
1,Ariellia
1,Arienne
3,Aries
2,Arifa
1,Arihanna
1,Arika
1,Arilyn
2,Arina
1,Arinanna
1,Arionna
1,Arionnie
1,Arish
2,Arisha
1,Arissa
2,Ariya
2,Arizona
1,Arlene
1,Arlya
1,Armani
1,Armanjot
1,Armelle
1,Armish
1,Arob
2,Aroush
1,Arrianna
1,Arrienne
1,Arrine
1,Arrya
2,Arsema
#,Baby Girl Names
2,Arshdeep
1,Arsheen
1,Arshia
1,Arshiya
1,Arshpreet
1,Aruna
1,Arunika
1,Aruzhan
5,Arwa
2,Arwen
1,Arwenn
1,Arwyn
4,Arya
1,Aryana
1,Aryanna
1,Arykah-Nikole
1,Aryn
1,Asaiza
1,Asbah
1,Asche
1,Aseeai
1,Aseira
8,Asha
2,Ashana
2,Ashanti
1,Ashdeep
1,Ashiyana
1,Ashlea
4,Ashlee
2,Ashleen
3,Ashleigh
47,Ashley
1,Ashley-Jean
1,Ashliegh
1,Ashlin
21,Ashlyn
1,Ashlynd
13,Ashlynn
1,Ashlynne
1,Ashmee
2,Ashmeen
2,Ashmita
1,Ashnoor
1,Ashpreet
1,Ashrita
1,Ashtin
4,Ashtyn
1,Ashveen
1,Asi
7,Asia
#,Baby Girl Names
1,Asialyn
1,Asiel
1,Asijha
3,Asil
2,Asiya
3,Asiyah
1,Asly
1,Asma
1,Asmara
1,Asna
5,Aspen
2,Aspyn
1,Asriel
1,Assia
2,Aster
1,Astra
1,Astraea
4,Astrid
1,Asyah
1,Atalie
1,Atalya
1,Atang
1,Atena
17,Athena
1,Athyanas
1,Atifa
2,Atley
1,Atlie
1,Atong
1,Attanayake
1,Attia
1,Attiya
1,Atya
1,Aubreah
6,Aubree
1,Aubreigh
27,Aubrey
4,Aubrie
1,Aubrii
1,Aubrynn
1,Auburey
1,Auburn
1,Audessyn
1,Audra
2,Audre
40,Audrey
2,Audriana
1,Audrielle
8,Audrina
1,Auley
#,Baby Girl Names
1,Aundie
3,Aura
1,Auralia
5,Aurelia
2,Aurélie
2,Auria
1,Aurianna
1,Aurie
1,Aurilee
34,Aurora
1,Austin
2,Austyn
1,Austynn
1,Autum
52,Autumn
1,Auzzi
185,Ava
1,Ava-Grace
8,Avah
1,Avahleigh
1,Avah-lynn
2,Avaiah
1,Avalea
1,Avalean
1,Ava-Lee
1,Avaleeh
1,Ava-Linné
3,Avalon
1,Avalyn
2,Ava-Lynn
1,Ava-Marie
1,Avan
1,Avana
1,Avangelina
1,Avanika
1,Avanshika
1,Avarey
1,Avari
5,Avarie
1,Avaron
2,Avary
3,Avaya
2,Avayah
1,Avaya-Lynn
1,Ave
1,Avea
1,Aveah
2,Aveen
2,Avelina
1,Avelynn
#,Baby Girl Names
11,Aven
1,Avenn
1,Averee
6,Averi
3,Averie
1,Averi-Jane
1,Averlee
111,Avery
2,Avey
1,Aveya
1,Avi
2,Avia
2,Aviah
1,Aviana
1,Avidyn
1,Avigale
1,Avika
1,Avis
1,Aviyah
1,Avlyn
8,Avneet
1,Avni
1,Avonlea
2,Avra
1,Avree
2,Avreen
1,Avrey
1,Avrie
1,Avrielle
2,Avril
1,Avry
1,Avyn
1,Awa
1,Awas
1,Awien
1,Awut
1,Axelle
12,Aya
1,Ayaan
6,Ayah
1,Ayait
1,Ayak
1,Ayala
1,Ayan
5,Ayana
1,Ayanika
2,Ayanna
1,Ayantu
3,Ayat
2,Ayda
#,Baby Girl Names
1,Aydan
1,Aydanna
3,Ayden
1,Aydrianna
1,Ayen
7,Ayesha
1,Ayiana
1,Ayianna
1,Ayisha
40,Ayla
1,Aylah
1,Aylanna-Loren
1,Aylar
1,Ayleen
2,Aylin
1,Aymen
1,Aynslee
2,Ayomide
2,Ayra
1,Ayrah
1,Aysa
1,Aysan
4,Aysha
1,Aysia
1,Ayushi
4,Ayva
1,Ayvah
1,Ayzee
1,Ayzlin
1,Aza
1,Azailia
1,Azalea
1,Azaleah
2,Azalia
4,Azaria
1,Azariah
1,Azaylee
1,Azaylia
1,Azeema
1,Azelea
1,Azelie-anna
3,Aziza
2,Azlynn
2,Azra
1,Azria
1,Baani
1,Babilyn
1,Bahja
1,Baila
2,Bailee
#,Baby Girl Names
1,Baileigh
24,Bailey
1,Bakita
1,Bala
1,Baleigh
1,Ballymena
1,Balqees
1,Balreen
1,Bani
4,Barbara
1,Barbra
1,Bareera
1,Bareerah
1,Barile-Ilo
1,Batithi
3,Batool
1,Bayan
1,Bayla
3,Baylee
1,Bayleigh
1,Bazra
3,Beatrice
2,Béatrice
4,Beatrix
1,Beau
3,Becca
1,Bego
1,Belen
2,Belina
1,Belinda
39,Bella
1,Bellabrie
1,Belladonna
1,Bella-Rosa
1,Bellatrix
2,Belle
2,Bennett
2,Bentlee
9,Bentley
1,Bentlie
1,Beonika
1,Bérengère
1,Berenice
1,Berkeley
1,Berklee
3,Berkley
4,Berlin
5,Berlyn
1,Berlynn
2,Bernadette
#,Baby Girl Names
2,Bernice
1,Betania
1,Betaniya
3,Beth
2,Bethaney
12,Bethany
3,Bethel
2,Bethlehem
1,Betsy
2,Betty
1,Beverly
1,Bezawit
1,Bhavika
1,Bhaviya
1,Bhavkirat
1,Bhavleen
1,Bhavnoor
1,Bhreagh
14,Bianca
1,Bianka
1,Bidushi
1,Bielen
5,Billie
1,Biol
1,Birkley
1,Bita
2,Bitanya
1,Bittania
3,Blair
5,Blaire
7,Blake
1,Blakelee
5,Blakely
2,Blane
1,Blanka
4,Blayke
1,Blaze
1,Bless
1,Blessie
1,Bliss
1,Blodeuwedd
1,Blossom
3,Blythe
1,Bogdana
1,Boluwatife
1,Boluwatiwi
1,Bonnie
1,Boston
2,Bradi
1,Bradley
#,Baby Girl Names
1,Braedyn
1,Braelin
5,Braelyn
3,Braelynn
1,Brae-Lynn
1,Braidy
1,Braigha
1,Braileigh
1,Brandii
1,Brandy
1,Brandyn
1,Brannigan
1,Braunsyn
1,Braxlee
1,Braxton
1,Braxtyn
1,Brayella
1,Brayley
1,Braylin
8,Brea
1,Breah
1,Brealynn
1,Breana
21,Breanna
1,Breannah
1,Breanna-Lynn
5,Breanne
1,Breauna
1,Breckyn
1,Breckynn
7,Bree
1,Breea
1,Breean
1,Breeana
1,Breelyn
2,Breelynn
1,Breeze
5,Brenda
7,Brenna
1,Brennyn
1,Breonna
1,Bret
1,Brett
1,Breyena
6,Bria
6,Briana
1,Brianca
42,Brianna
5,Brianne
6,Briar
#,Baby Girl Names
1,Briar-Rose
11,Bridget
5,Bridgette
3,Brie
1,Brieana
1,Brieanne
1,Brie-Elle
3,Briella
35,Brielle
1,Brienna
2,Brienne
1,Brier
1,Brier-Lynn
1,Briget
2,Brigette
1,Bright
1,Brighton
1,Brigid
1,Brilee
2,Briley
1,Brillia
1,Brilyn
7,Brinley
1,Brinn
1,Brinnly
1,Brinsley
1,Briseis
1,Brissa
2,Bristol
1,Brita
5,Britney
5,Brittany
1,Brittney
1,Britton
2,Brittyn
1,Brityn
1,Briyenne
2,Brodie
1,Brontae
2,Bronwen
4,Bronwyn
3,Brook
84,Brooke
4,Brookelyn
2,Brookelynn
107,Brooklyn
1,Brooklyne
40,Brooklynn
1,Brook-lynn
1,Bruktawit
#,Baby Girl Names
1,Bryana
1,Brydan
1,Bryella
1,Bryer
4,Brylee
1,Bryleigh
1,Brylie
6,Bryn
1,Brynlea
7,Brynlee
1,Brynleigh
5,Brynley
24,Brynn
4,Brynna
6,Brynne
1,Brynnleigh
1,Bryson
1,Buban
1,Buneet
1,Burkley
1,Busisiwe
1,Byan
1,Cadee
28,Cadence
1,Cadha
1,Caeli
5,Caelyn
1,Cahlei
1,Caia
1,Caida
1,Caidance
1,Caidynce
1,Caila
2,Cailee
1,Caileigh
3,Cailey
3,Cailin
3,Cailyn
1,Cailynn
1,Cairo
1,Caisho
1,Cait
13,Caitlin
16,Caitlyn
3,Caitlynn
1,Calah
2,Calais
1,Caleah
4,Caleigh
1,Caley
#,Baby Girl Names
23,Cali
1,Caliana
1,Calie
1,Calikai
1,Cali-Lynn
1,Calina
1,Calisa
1,Calise
1,Calissa
1,Calista
5,Calla
4,Calleigh
1,Calley
3,Calli
2,Callia
1,Calliah
1,Calliana
35,Callie
1,Callie-Anne
1,Callista
1,Callystya
1,Calvyn
1,Cam
1,Camarah
1,Camaya
2,Cambria
1,Cambrie
1,Camden
3,Camdyn
1,Cameila
1,Camelia
12,Cameron
12,Camila
6,Camilla
6,Camille
1,Campbell
21,Camryn
1,Canaida
2,Candace
1,Candaleigha
5,Candice
1,Candy
1,Cantara
4,Capri
3,Caprice
12,Cara
1,Caralyn
3,Carina
2,Caris
1,Carisma
#,Baby Girl Names
2,Carissa
3,Carla
1,Carlee
1,Carleigh
1,Carleigha
2,Carlene
4,Carley
1,Carli
1,Carlianne
2,Carlie
1,Carlina
1,Carling
10,Carly
1,Carlyn
2,Carma
1,Carman
2,Carmel
1,Carmela
3,Carmella
8,Carmen
1,Carol
1,Carole
1,Carolin
2,Carolina
9,Caroline
2,Carolyn
2,Carolynn
1,Carrera
1,Carreya
2,Carrie
1,Carrington
1,Carson
1,Carsyn
1,Carter
11,Carys
11,Casey
1,Casey-Carol
1,Cashlyn
1,Cashton
18,Cassandra
1,Cassandra-Andrea
1,Cassara
1,Cassety
1,Cassia
2,Cassianna
1,Cassidee
33,Cassidy
5,Cassie
1,Cassielle
1,Casslyn
#,Baby Girl Names
4,Catalina
1,Cate
2,Catelyn
1,Catharina
1,Catharine
20,Catherine
2,Cathryn
3,Cathy
1,Catlynh
1,Caydan
2,Caydence
1,Cayla
3,Caylee
1,Cayleene
4,Cayleigh
2,Caylin
1,Caylor
1,Ceana
1,Ceaxna
1,Cecile
8,Cecilia
1,Cecily
1,Cecylia
3,Cedar
1,Ceejay
1,Ceepe
1,Ceequin
1,Ceihli
2,Ceileigh
2,Ceili
2,Céili
1,Ceilidh
1,Ceira
1,Celest
6,Celeste
1,Celestia
6,Celia
5,Celina
3,Celine
1,Celisa-Marie
1,Cellia
1,Celyna
1,Celyne
1,Cera
1,Cerein
1,Ceria
1,Cerie
1,Cerina-Lynn
1,Ceyana
1,Chael
#,Baby Girl Names
2,Chahat
1,Chanaleen
1,Chandan
1,Chandee
2,Chandler
6,Chanel
2,Chanell
3,Chanelle
1,Channel
3,Channing
1,Chantal
1,Chantara
1,Chante
4,Chantel
8,Chantelle
1,Chanting
1,Chanveer
1,Chariah-lynn
1,Charice
2,Charis
1,Charissa
3,Charity
1,Charla
1,Charlea
1,Charlea-Anne
11,Charlee
2,Charleen
1,Charlee-Rae
1,Charleigh
1,Charlenda
3,Charlene
1,Charlette
7,Charley
2,Charli
20,Charlie
1,Charlie-James
1,Charlie-May
1,Charlise
11,Charlize
84,Charlotte
1,Charly
1,Charlyn
2,Chase
1,Chasrilroi
1,Chauston
1,Chaya
1,Chayce
1,Chayse
1,Chazmin
1,Chee
#,Baby Girl Names
30,Chelsea
12,Chelsey
1,Chelsia
1,Chelsie
1,Chenwei
1,Cheryl
1,Chesney
1,Chethna
1,Chevelle
1,Chevon
3,Cheyanne
14,Cheyenne
1,Chéylynne
1,Chialuka
1,Chiana
1,Chianne
3,Chiara
1,Chidera
1,Chilana
1,Chinekwu
1,Chinelo
1,Chinonyelum
1,Chioma
1,Chizaram
185,Chloe
10,Chloé
2,Chloë
1,Chlöe
1,Chloee
1,Chloe-Lynn
1,Chloe-Marie
1,Chloey
1,Chrisalyn
1,Chrisara
1,Chrissa
1,Chrissie
1,Chrissy
2,Christa
1,Christerlen
1,Christianne
1,Christie
1,Christien
1,Christienne
15,Christina
1,Christina-Ruth
6,Christine
1,ChunBai
1,Chyenne
1,Ciann
2,Cianna
#,Baby Girl Names
1,Ciannah
15,Ciara
1,Ciarra
1,Cicely
1,Cicily
1,Cidona
1,CieAnne
1,Ciel
1,Ciella
1,Cielo
3,Cienna
1,Ciera
8,Cierra
1,Cilla
1,Cindy
1,Cindyleah
1,Ciryne
3,Clair
1,Claira
102,Claire
37,Clara
1,Clarabel
3,Clare
1,Claretta
1,Clarice
1,Clarisa
4,Clarissa
1,Clarisse
1,Clarity
1,Claudette
3,Claudia
1,Cleavon
1,Clelia
1,Clementine
1,Clémentine-E
1,Cleo
2,Cloe
2,Cloé
1,Cloey
3,Clover
1,Clowee
1,Coco
1,Codee
1,Codi
1,Codie
2,Cohen
2,Colbie
3,Colby
1,Collene
1,Colter
#,Baby Girl Names
1,Conelle
1,Conner
2,Connie
1,Conor
1,Constana
5,Constance
1,Consuelo
2,Cooper
10,Cora
1,Corahlee
1,Coral
1,Coralai
1,Coralee
1,Coralie
7,Coraline
5,Cordelia
1,Cordilia
1,Corey
2,Cori
1,Corissa
1,Cornel
1,Corrah
1,Corrine
2,Cory
3,Cosette
8,Courtney
1,Cousar
1,Cree
1,Cree-anna
