Baby Girl Names Registered in 1997,
1,Justyse
1,Jyotsna
1,Ka
1,Kacey
1,Kaci
1,Kacidy
#,Baby Girl Names
1,Kacie
1,Kacy
1,Kada
5,Kaela
1,Kaelan
2,Kaeleigh
2,Kaelin
1,Kaely
3,Kaelyn
1,Kaelynne
1,Kaesha
1,Kahleah
1,Kahlyn
3,Kai
1,Kaia
1,Kaicey
1,Kaidon
1,Kaidyn
3,Kaila
4,Kailee
1,Kai-Lee
1,Kaileigh
1,Kailen
12,Kailey
1,Kailie
1,Kailor
1,Kaily
6,Kailyn
1,Kairys
1,Kaithlynn
1,Kaitlan
1,Kaitlen
37,Kaitlin
1,Kaitlind
66,Kaitlyn
1,Kaitlynd
12,Kaitlynn
1,Kaiya
1,Kajal
1,Kala
1,Kalbie
1,Kalee
2,Kaleena
2,Kaleigh
4,Kaley
13,Kali
1,Kaliah
2,Kalie
1,Kaliegh
2,Kalina
1,Kalinda
#,Baby Girl Names
1,Kalista
1,Kallai
1,Kalle
1,Kallei
2,Kalli
7,Kallie
2,Kallista
1,Kally
1,Kalmani
1,Kalyn
1,Kamal
1,Kamala
1,Kamaljot
1,Kamara
1,Kameelah
1,Kamela
1,Kamie
1,Kamilla
1,Ka-Miu
3,Kamryn
1,Kandace
1,Kandis
1,Kaniqua
12,Kara
1,KaraDawn
1,Karaghan
2,Karah
1,Karalee
1,Kara-Lynn
1,Karamjit
1,Karemah
15,Karen
6,Kari
2,Karin
5,Karina
1,Karinna
1,Karinne
2,Karis
3,Karisa
1,Karishma
11,Karissa
1,Kariston
3,Karla
1,Karlayna
1,Karle
10,Karlee
1,Karlee-Ann
1,Karleena
2,Karleigh
2,Karlena
3,Karlene
#,Baby Girl Names
3,Karley
4,Karli
2,Karlie
15,Karly
1,Karly-Anne
1,Karlyn
1,Karlyna
2,Karlynn
2,Karmen
1,Karolina
1,Karri
1,Karri-Anne
1,Karrina
1,Karsyn
1,Karter
3,Karyn
1,Kasadee
3,Kasandra
1,Kasane
1,Kasetta
4,Kasey
1,Kash
1,Kasha
1,Kasheena
1,Kashina
2,Kasi
2,Kasia
1,Kasiana
1,Kasidee
1,Kasidy
1,Kaspar
19,Kassandra
1,Kassaundra
1,Kasselle
3,Kassia
2,Kassidi
1,Kassidie
26,Kassidy
4,Kassie
1,Kasundra
1,Kasydi
1,Katana
6,Katarina
21,Kate
1,Katelan
6,Katelin
58,Katelyn
7,Katelynn
9,Kate-Lynn
1,Katelynne
1,Kate-Lynne
#,Baby Girl Names
1,Katera
1,Katerena
4,Katerina
5,Katharina
7,Katharine
1,Kathe
1,Kathea
1,Kathena
2,Katherina
67,Katherine
1,Katherine-Marie
31,Kathleen
1,Kathlynn
1,Kathrin
32,Kathryn
1,Kathryne
13,Kathy
3,Katia
33,Katie
1,Katie-Mae
1,Katina
1,Katisha
4,Katja
1,Katlin
6,Katlyn
1,Katlynn
1,Katreena
33,Katrina
1,Katrine
4,Katryna
1,Katrysha
1,Katus
2,Katya
1,Kavalpreet
1,Kaven
1,Kavita
2,Kaycee
1,Kay-Cee
1,Kayden
1,Kaye
125,Kayla
1,Kayla-Ann
1,Kayla-Louise
1,Kayla-Marie
2,Kaylan
3,Kaylea
1,Kayleah
1,Kayleann
31,Kaylee
1,Kay-Lee
1,Kaylee-Ann
#,Baby Girl Names
1,Kayleh
1,Kaylei
6,Kayleigh
1,Kaylene
9,Kayley
2,Kayli
5,Kaylie
6,Kaylin
1,Kayly
4,Kaylyn
5,Kaylynn
1,Kaysi
2,Kaytlin
4,Kaytlyn
3,Kaytlynn
1,Kazandra
1,Keala
2,Kealy
3,Keana
9,Keanna
4,Keara
1,Kearra
1,Keasa
1,Keasha
1,Keaton
11,Keeley
1,Keeliana
3,Keelie
1,Keelin
17,Keely
1,Keely-Shaye
1,Keena
1,Keera
3,Keesha
1,Kei-Ann
5,Keira
2,Keirsten
9,Keisha
1,Keishay
1,Keita
1,Keitlyn
1,Kelauren
1,Kelcee
1,Kelcey
1,Kelci
1,Kelcie
1,Keleigha
1,Kelisha
1,Kelita
1,Kelle
1,Kelleigh
#,Baby Girl Names
2,Kelli
1,Kellsey
25,Kelly
1,Kelly-Ann
5,Kelsea
72,Kelsey
6,Kelsi
9,Kelsie
3,Kelsy
4,Keltie
1,Kelyssa
1,Kenadie
1,Kendahl
2,Kendal
16,Kendall
1,Kendell
2,Kendelle
1,Kendle
48,Kendra
2,Kendyl
1,Kenedee
1,Kenedi
2,Kenedy
1,Kenisha
1,Kenna
1,Kennadee
1,Kennady
2,Kennedi
87,Kennedy
1,Kennidi
1,Kennidy
1,Kenya
4,Kenzie
1,Kenzy-Dean
2,Keri
1,Kerinda
4,Kerri
1,Kerricia
1,Kerry
1,Kersten
1,Kerstin
2,Kesha
1,Keshia
2,Kessa
1,Kestra
1,Kestrel
1,Keverly
1,Keyara
1,Keyarra
1,Keyla
1,Keyna
#,Baby Girl Names
1,Keyra
1,Keysha
1,Keyshawana
2,Kezia
1,Khadija
1,Khadijah
1,Khalea
1,Khandi
1,Khansaa
1,Khushbo
1,Khushboo
1,Kia
1,Kiah
26,Kiana
1,Kiane
12,Kianna
9,Kiara
1,Kiarha
1,Kiely
16,Kiera
1,Kieran
4,Kierra
1,Kiersay
2,Kiersten
1,Kiersty
2,Kierstyn
2,Kiesha
2,Kiley
3,Kim
1,Kimberlee
8,Kimberley
1,Kimberlie
30,Kimberly
2,Kimberlyn
1,Kimberlynn
1,Kimura
1,Kina
1,Kindra
1,Kinzie
2,Kiona
18,Kira
1,Kiralea
1,Kira-Leah
2,Kiran
1,Kirana
2,Kirandeep
1,Kirby
1,Kiri
1,Kirra
1,Kirstan
29,Kirsten
#,Baby Girl Names
1,Kirsten-Anne
2,Kirstie
4,Kirstin
2,Kirsty
1,Kirstyn
1,Kisa
1,Kisella
1,Kisha
1,Kisha-Lyn
1,Kitana
1,Kiyana
1,Kiyomi
1,Kjersti
1,Kjirstin
1,Klara
1,Klariz
1,Klaudia
1,Kloey
1,Klysta-Ann
2,Kobi
2,Koby
1,Kodee
1,Kodi
1,Kolbi
2,Kolby
3,Komal
1,Komalpreet
1,Konstandina
1,Kora
1,Korah
2,Koral
1,Koralee
2,Kori
1,Kori-Ann
1,Korri
1,Kortlyn
1,Kortni
2,Korvette
1,Koryssa
5,Kourtney
1,Krisha
1,Krishma
1,Krishni
11,Krista
2,Kristal
1,Kristan
1,Kristeena
43,Kristen
4,Kristi
2,Kristian
18,Kristin
#,Baby Girl Names
15,Kristina
5,Kristine
3,Kristy
5,Kristyn
1,Krittika
1,Kryshandra
6,Krysta
7,Krystal
1,Krystal-Ann
2,Krysten
1,Krystenne
1,Krystin
1,Krystle
2,Krystyn
1,Kuljot
1,Kurneesh
1,Kursti
1,Ky
1,Kya
1,Kyaira
1,Kyandra
1,Kyara
31,Kyla
1,Kylah
1,Kyla-Leigh
1,Kylara
1,Kyla-Rae
6,Kylee
1,Kyleigh
1,Kylen
1,Kyler
2,Kyley
26,Kylie
1,Kyliena
1,Kynndra-Jo
41,Kyra
1,Kyrah
1,Kyrandra
1,Kyretta
1,Kyrie
1,Kyrieanna
1,Kyrin
1,Kyrra
1,Kyrstin
1,Kyza
1,Labeeba
1,Lacee
7,Lacey
1,Lachlan
1,Lacie
1,Lacrissa
#,Baby Girl Names
1,Lacy
1,Laetitia
1,Laiken
4,Laila
1,Laine
1,Lainie
1,Lakeisha
2,Laken
1,Lakisha
1,Lakotta
1,Lakshana
1,Lamees
1,Lameese
1,Lan
4,Lana
1,Landis
3,Lane
1,Lanette
1,Laney
1,Lanita
1,Lannis
5,Lara
1,Larae
1,Laramie
1,Laraya
1,Lareesa
1,Larell
1,Larelle
1,Larisa-Mae
19,Larissa
1,Larrie
5,Laryssa
1,Laticia
1,Latisha
1,Latishya
1,Latiya
1,Latoya
58,Laura
1,Lauralee
1,Laura-Lee
1,Laura-Lynn
1,Laure-Anne
1,Laureen
6,Laurel
96,Lauren
1,Lauricia
1,Laurie
1,Laurie-Anne
2,Laurisa
1,Lavalee
1,Lavea
#,Baby Girl Names
1,Lawrence
1,Laya
1,Layal
1,Layalle
5,Layla
6,Layne
1,Laynna
1,Lea
42,Leah
1,Leahia
1,Leala-Ann
1,Leana
1,Leandra
1,Leane
1,Leann
2,Leanna
9,Leanne
1,Leanza
1,Leathia
1,Lee
1,Leeanna
1,Lee-Anna
1,Leeanne
2,Leena
1,Leesa
1,Legacy
3,Leigh
2,Leigha
2,Leila
1,Leilah
4,Lena
1,Lenai
1,Lenaia
1,Lenall
1,Lenna
1,Lennette
7,Leona
1,Leotti
2,Lesley
6,Leslie
4,Leticia
1,Letitia
1,Levina
7,Lexi
1,Lexia
4,Lexie
1,Lexington
3,Lexus
1,Lexy
1,Leyna
1,Lhynette
#,Baby Girl Names
1,Liah
1,Liala
3,Liana
1,Liane
1,Libby
1,Liberti
3,Liberty
1,Liesel
1,Ligaya
1,Lijah
1,Lili
3,Lilian
1,Lilli
4,Lillian
1,Lillianna
1,Lillianne
1,Lilly-Ann
1,Lillyanna
9,Lily
1,Linaya
7,Linda
27,Lindsay
14,Lindsey
1,Lindy
18,Lisa
1,Lita
1,Litania
1,Livia
1,Lizabeth
1,Lizbeth
1,Locke
9,Logan
1,Lois
1,Lo-Keisha
1,Lola
2,London
1,Londyn
1,Loni
2,Lora
1,Lorelei
1,Lorelle
3,Lorena
1,Lorenda
1,Loretta
2,Lori
1,Lori-Ann
1,Loridonna
1,Lorilynn
1,Lorin
1,Lorissa
2,Lorna
#,Baby Girl Names
3,Lorraine
1,Lorretta
1,Lotus
1,Louellen
2,Louisa
3,Louise
1,Lourda
1,Loveleen
1,Luanne
1,Lucero
1,Lucia
2,Lucienne
1,Lucinda
1,Lucrezia
9,Lucy
1,Luisa
1,Lukhdeep
6,Lydia
1,Lynda
1,Lyndee
1,Lyndell
7,Lyndsay
6,Lyndsey
1,Lyne
1,Lyneta
1,Lynette
2,Lynn
1,Lynsey
1,Lyric
1,Lyrica
1,Lyrik
1,Lysandra
1,Mable
1,Macala
2,Macayla
1,Macgregor
1,Machayla
1,Mackalee
2,Mackayla
1,Mackenna
106,Mackenzie
2,MacKenzie
1,Mackenzie-Lynn
3,Mackenzy
1,Mackinna
1,Maclane
1,Maclayne
1,Maclynn
2,Macy
1,Madalaine
3,Madalyn
#,Baby Girl Names
1,Maddeline
8,Maddison
1,Maddissen
5,Madelaine
10,Madeleine
1,Madelin
21,Madeline
3,Madelyn
1,Madeson
2,Madilynn
2,Madina
1,Madisan
1,Madisen
171,Madison
4,Madisyn
1,Madlyn
1,Madysan
1,Madysen
5,Madyson
4,Maegan
4,Maeghan
1,Maeghen
1,Maera
1,Maettea
1,Maeve
1,Magaretha
2,Magdalena
2,Magdalene
1,Magdelana
1,Magdelena
1,Magenta
13,Maggie
1,Maggie-Joan
1,Magul
1,Maha
1,Mahala
1,Mahalia
1,Mahalina
2,Maham
1,Mahdia
1,Mahlet
1,Mahni
1,Mahri
1,Mahsa
1,Mai
4,Maia
1,Maija
1,Maira
1,Maisam
1,Maisey-Rae
1,Mai-Thy
#,Baby Girl Names
1,Maja
1,Majesta
3,Makaela
2,Makaila
25,Makayla
1,Makayla-Holly
1,Makboolee
2,Makda
1,Makeda
1,Makela
2,Makenna
1,Makenzi
5,Makenzie
1,Makenzy
2,Makita
1,Makyle-La
1,Malaak
3,Malak
1,Malayia
1,Maleisha
1,Malinka
1,Mallery
6,Mallory
1,Malone
1,Mameyaa-Kraa
1,Manal
1,Mandalyn
1,Mandee
2,Mandeep
1,Mandi
3,Mandy
1,Manelle
1,Manika
1,Maninder
1,Manisha
2,Manleen
2,Manpreet
1,Manpriya
1,Manraj
1,Manratneet
1,Manreet
1,Manuella
3,Mara
1,Marah
1,Maraija
2,Maranda
1,Marcelina
1,Marcella
1,Marci
3,Marcia
1,Marcie
#,Baby Girl Names
1,Mardi
1,Maree
1,Mareike
1,Marellda
1,Maren
23,Margaret
1,Margaret-Anne
2,Margaretha
2,Margarita
1,Margaux
1,Margeretha
1,Margit
2,Margo
3,Margot
2,Marguerite
1,Mari
25,Maria
29,Mariah
10,Mariam
1,Mariana
1,Mariann
2,Marianna
3,Marianne
1,Maria-Rossi
2,Marica
18,Marie
2,Mariel
1,Mariette
1,Marigje
1,Mariha
4,Marika
4,Marilyn
1,Marin
19,Marina
1,Marion
10,Marisa
1,Marisha
28,Marissa
1,Marixa
1,Marla
1,Marlayna
1,Marlee
1,Marleigh
1,Marlena
2,Marlene
5,Marley
1,Marlie
1,Marlis
1,Marlise
1,Marliss
2,Marlo
#,Baby Girl Names
1,Marlowe
1,Marni
2,Marnie
1,Marquise
1,Marriann
1,Marrisa
2,Marrissa
6,Martha
1,Martia
7,Martina
1,Martine
1,Marvel
37,Mary
2,Maryam
3,Maryann
1,Maryanne
1,Mary-Grace
1,Maryjane
1,Mary-Jane
1,Mary-Jo
1,Mary-Katherine
1,Mary-Mae
1,Maryn
1,Marysa
1,Masami
1,Mataea
1,Mataia
1,Mataya
1,Mateah
1,Mateya
1,Mateya.Suzanne
2,Mathea
2,Matilda
1,Matlin
2,Mattea
1,Matthew
1,Mattie
1,Mattison
1,Mattlen
1,Maude
1,Maura
1,Maureen
1,Maxean
3,Maxine
1,Maxxe
5,May
10,Maya
1,Mayada
1,Maygen
1,Maysen
1,Mayura
#,Baby Girl Names
1,Mc
1,Mccol
1,Mchale
1,Mckaya
7,Mckayla
2,McKayla
7,Mckenna
4,McKenna
1,Mckenzi
14,Mckenzie
4,Mckinley
1,Mckinly
34,Meagan
11,Meaghan
1,Meah
1,Meara
1,Medea
1,Meelayna
1,Meenu
2,Meg
186,Megan
1,Megan-Jean
1,Megan-Lee
1,Meggan
23,Meghan
1,Meghann
1,Meghanne
1,Megumi
1,Megwan
1,Meisha
1,Meisha-Lynae
1,Melaina
1,Melania
21,Melanie
1,Melina
5,Melinda
1,Melisa
71,Melissa
1,Mellisa
2,Mellissa
1,Melliza
1,Melodie
5,Melody
1,Melony
1,Melva
1,Melysa
1,Meranda
18,Mercedes
3,Mercedez
2,Meredith
1,Meriah
#,Baby Girl Names
1,Meriam
1,Merinda
1,Merissa
1,Merna
1,Merody
1,Meron
1,Mesan
9,Mia
1,Miada
1,Miah
1,Mica
6,Micaela
5,Micah
1,Micaiah
3,Micayla
1,Micha-El
31,Michaela
1,Michaelene
1,Michaella
1,Michaila
1,Michailla
1,Michallie
2,Michayla
1,Michcell
3,Micheala
1,Michealla
2,Michele
71,Michelle
1,Michelle-Phuong-
1,Micheyla
1,Mickaela
1,Mickala
3,Mickayla
1,Micki-Lee
1,Mika
28,Mikaela
1,Mikaelyn
7,Mikaila
1,Mikailyn
4,Mikala
1,Mikalah
48,Mikayla
1,Mikaylla
1,Mikehiela
1,Mikenna
1,Mikhaila
1,Mikhayla
1,Mikila
1,Mikinnly
1,Mikkayla
3,Mikyla
#,Baby Girl Names
5,Milena
1,Millie
1,Mina
1,Minda
1,Mindi
2,Mindy
1,Mirabelle
42,Miranda
1,Mireille
4,Miriam
2,Mirian
1,Mirielle
1,Mirlanda
1,Mirleigha
1,Mirriah
1,Misha
1,Mishal
1,Mishel
1,Missiker
1,Mistie
1,Misty-Dawn
1,Mituem
1,Miya
1,M'Lynn
1,Moesha
2,Moira
1,Moiy
1,Mollie
13,Molly
1,Mona
1,Monaca
1,Monali
1,Monami
2,Moneek
1,Monet
21,Monica
7,Monika
13,Monique
10,Montana
1,Montanna
1,Monyca
108,Morgan
1,Morgan-Rae
2,Morghan
1,Morgyn
3,Moriah
1,Morning
2,Morriah
1,Moses
1,Mullyn
1,Mumtaaz
#,Baby Girl Names
1,Mun
3,Muna
1,Munjyot
2,Muriel
2,My
1,Mya
3,Myah
1,Mycaela
1,Mycah
2,Myia
2,Mykaela
2,Mykayla
1,Mykela
1,Mykelti
1,Mykelty
2,Mykenzie
1,Myra
1,Myranda-Ann
2,Myria
1,Myriam
1,Myriamme
1,Myrna
1,Nabila
2,Nada
1,Nadayjia
1,Nadeen
14,Nadia
8,Nadine
1,Nadja
1,Nahanni
1,Naheda
1,Najiah
1,Najma
1,Najwa
1,Nakira
1,Nakisha
3,Nakita
1,Nakota
1,Namneet
1,Namritpal
1,Nanci
9,Nancy
1,Nandini
30,Naomi
1,Narina
1,Narisa
1,Naseem
3,Nasreen
1,Nasrien
1,Nastasja
1,Natalee
#,Baby Girl Names
14,Natalia
40,Natalie
2,Natara
1,Natasa
54,Natasha
2,Natashia
1,Natasia
1,Natassja
4,Nathalie
1,Natia
1,Natisha
1,Naula
1,Navdeep
1,Navee
1,Naveen
1,Naveenjot
1,Navjot
1,Navpreet
1,Navrit
1,Navsoch
1,Naya
1,Nazia
1,Neasa
1,Needa
1,Neelufar
1,Neeve
1,Negaar
1,Negar
3,Neha
1,Neila
3,Nella
2,Nellie
1,Neriah
1,Nesreen
2,Netanya
1,Netty
2,Nevada
1,Nevada-Lee
1,Nevada-Rose
3,Neve
1,Ngan
1,Ngoc
1,Nguyen
1,Nia
1,Niamh
1,Niaomi
1,Nichelle
1,Nichol
8,Nichole
1,Nicholette
1,Nickia
#,Baby Girl Names
1,Nickki
2,Nickole
1,Nicoda
4,Nicola
177,Nicole
1,Nicoletta
4,Nicolette
1,Nicolina
3,Nicolle
1,Nicolya
1,Nida
1,Nikaela
1,Niketa
3,Niki
12,Nikita
11,Nikki
1,Nikki-Lea
1,Nikki-Leigh
3,Nikkita
1,Nikole
2,Nikolina
1,Nila
1,Nima
1,Nimrit
6,Nina
1,Nisreen
1,Nitalia
2,Nitasha
1,Nitika
1,Niyareen
1,Noel
7,Noelle
1,Noemi
1,Noemie
2,Noha
1,Nokota
1,Nole-Kiele
1,Nomana
1,Nomi
3,Noor
1,Nooran
1,Noor-Khanu
1,Nora-Lee
1,Norma
1,Noshaba
1,Noura
1,Nova
1,Novotny
1,Nur
1,Nuria
1,Nyakhan
#,Baby Girl Names
1,Nyree
1,Nyssa
6,Ocean
1,Oceanna
1,Odele
1,Odelle
2,Odessa
1,Oi
5,Oksana
2,Olga
61,Olivia
1,Olivia-Ray
1,Olla
1,Olympia
1,Omnia
1,Onatopp
1,Opalina
1,Oriana
1,Oryanna
1,O'Shay
2,Page
74,Paige
1,Paige-Alexandra
1,Paije
2,Paisley
1,Paiton
1,Paityn
1,Paloma
4,Pamela
1,Paratna
2,Paris
1,Parisa
1,Parmpreet
1,Passion
1,Paton
12,Patricia
1,Patrycia
8,Paula
1,Paulette
7,Paulina
6,Pauline
1,Paulita
1,Pawanpreet
1,Paxton
1,Payal
2,Payge
1,Payten
16,Payton
1,Payton-Marie
1,Paytten
1,Pazia
#,Baby Girl Names
1,Pearl
1,Perjin
1,Perrin
1,Peters
1,Petichia
2,Petra
6,Peyton
1,Phaedra
1,Pheonix
1,Philomena
3,Phoebe
4,Phoenix
1,Phoneix
2,Phuong
1,Phyllis
1,Pierce
3,Piper
1,Pippa
1,Po
1,Polina
1,Polly
1,Pondthip
3,Pooja
1,Portia
1,Prabdeep
2,Prabhjot
1,Prabhjyot
1,Prabhleen
1,Prabhsharn
1,Prabjit
1,Prabneek
1,Prairie
2,Precious
1,Preetha
1,Preetinder
5,Presley
1,Pricilla
1,Princess
7,Priscilla
4,Priya
2,Priyanka
1,Promise
1,Pui
1,Punam
1,Puncham
2,Puneet
1,Qierra
1,Quaija
1,Quin
1,Quincey
1,Quinci
#,Baby Girl Names
1,Quinlyn
12,Quinn
1,Quinne
1,Quinnlynn
1,Quwayde
1,Rabia
2,Rabina
15,Rachael
4,Racheal
123,Rachel
1,Rachele
16,Rachelle
2,Racquel
1,Radhika
5,Rae
1,Rae-ann
1,Raeanna
4,Raeanne
3,Raechel
1,Raeda
1,Raedyn
2,Raeesa
7,Raegan
1,Raegyn
1,Rael
1,Raelee
1,Raeleen
2,Raelene
3,Raelle
3,Raelyn
1,Raelynda
3,Raelynn
1,Raelynne
1,Raena
1,Raenen
1,Rahil
1,Rahme
3,Raina
1,Rainbow
3,Raine
1,Rainelle
1,Rainfeather
1,Rainie
1,Rainita
1,Rainley
1,Rajdeep
1,Rajneet
1,Rajvir
1,Rakeya
1,Raleene
1,Ramiah
#,Baby Girl Names
2,Ramneet
2,Ramona
1,Rana
1,Ranae
1,Randall
1,Randeen
1,Randeep
7,Randi
1,Randi-Lynn
1,Randus
2,Ranelle
1,Ranetta
1,Rania
1,Ranine
1,Ranya
4,Raquel
1,Rashell
1,Rashida
1,Rashmin
1,Rasna
1,Rauann
1,Raveena
11,Raven
2,Ravina
1,Ravleen
1,Ravneet
1,Rayan
3,Rayanne
1,Raychelle
2,Rayel
1,Rayelle
1,Raye-Marie
1,Rayena
1,Raylee
1,Rayleen
5,Raylene
1,Raylynn
5,Rayna
4,Rayne
1,Rayona
7,Reagan
1,Reagen
1,Reaghan
1,Reana
1,Reanna
3,Reanne
1,Reba
1,Rebby
2,Rebeca
115,Rebecca
2,Rebeccah
#,Baby Girl Names
1,Rebeccalynn
2,Rebecka
1,Rebeka
15,Rebekah
1,Rebekkah
1,Redha
1,Reece
1,Reecha
2,Reegan
3,Reem
2,Reema
1,Reena
4,Reese
7,Regan
1,Regen-Rejeanne
1,Regin
1,Regina
1,Rehannon
1,Reid
1,Reigha
1,Reillee
4,Reilly
1,Reima
2,Reina
1,Remington
1,Remy
3,Renae
1,Renai
1,Rene
1,Renea
18,Renee
1,Reneigh
1,Reneya
1,Renu
1,Reo
1,Rereloluwa
2,Reyna
1,Reyven
1,Rhaynel
3,Rhea
1,Rheanie
1,Rheanna
1,Rheanne
1,Rhiana
3,Rhianna
7,Rhiannon
1,Rhiece
2,Rhoda
1,Rhonda
1,Rhyliegh
1,Rhys
#,Baby Girl Names
1,Rhyse
2,Riana
1,Riann
4,Rianne
1,Richele
6,Richelle
1,Ricki
1,Rickia
2,Riel
1,Rielle
1,Riese
1,Riki
1,Rikki
1,Rikki-Lee
21,Riley
1,Rima
1,Rina
1,Rio
1,Riograce
9,Rita
1,Ritu
5,River
1,Riwa
1,Rizza
1,Roaa
1,Roanne
1,Roarke
1,Robbi
6,Robin
41,Robyn
1,Robyna
2,Robyne
11,Rochelle
1,Roelien
1,Roisin
1,Rola
1,Rolann
1,Ronie
2,Ronni
1,Roop
2,Rory
2,Rosa
1,Rosalie
1,Rosalyn
1,Rosalynd
5,Rosanna
1,Rosanne
5,Rose
1,Roseanne
1,Roselyn
1,Rosemarie
#,Baby Girl Names
1,Rose-Marie
2,Rosemary
1,Rose-Mary
2,Roslyn
6,Rowan
1,Rowda
1,Rowena
1,Roxana
1,Roxanne
1,Rozina
1,Rozmina
1,Ruba
1,Rubah
1,Rubina
5,Ruby
1,Rudy-Ann
1,Ruhee
1,Rujdip
1,Rujneet
1,Rumana
1,Rupali
2,Rupinder
1,Ruqaya
6,Ruth
1,Ruth-Anne
1,Ruwaida
1,Rya
3,Ryanne
1,Rylana
8,Rylee
6,Ryleigh
6,Ryley
4,Rylie
1,Rynn
1,Ryslin
1,Saaron
1,Saba
1,Sabaria
1,Sable
1,Sabreen
48,Sabrina
1,Sabriya
2,Sabryna
1,Sacha
1,Sachi
1,Sadi
15,Sadie
1,Sadie-Jean
1,Sadie-Maria
1,Saehla
1,Safa
#,Baby Girl Names
1,Safahanna-Malika
1,Saffienna
1,Safia
1,Safina
1,Safira
12,Sage
2,Sahar
1,Sahara
1,Sahra
1,Saidi
6,Saige
1,Saima
1,Sakura
1,Salanis
1,Salena
1,Salina
5,Sally
1,Salmana
1,Saloni
1,Samah
189,Samantha
1,Samantha-Ann
1,Samantha-Lea
3,Samara
2,Samarah
1,Samerah
2,Samia
1,Samie
1,Samira
1,Samirah
1,Sammi
1,Sammy
1,Samnpreet
2,Sana
1,Sanaa
1,Sanaea
1,Sanah
1,Sandi
10,Sandra
3,Sandy
1,Sanjali
1,Sanjlyn
1,Sanna
2,Santana
1,Santanah
1,Santaya
1,Santina
1,Saphire
1,Sapphire
75,Sara
1,Sarabeth
#,Baby Girl Names
264,Sarah
1,SarahJean
1,Sarah-Jean
1,Sarah-Josephine
1,Sarah-Layne
1,Sarah-Lynn
1,Sarah-Ruth
1,Sarah-Thea
1,Sarai
1,Saralea
1,Saralynn
1,Sara-Mae
1,Sareena
2,Sarena
1,Sarina
1,Sarquin
1,Sarra
2,Sarrah
8,Sasha
1,Satchel
1,Sathika
1,Sativa
2,Savana
2,Savanah
11,Savanna
37,Savannah
1,Savannah-Rae
1,Savannah-Sea
1,Savera
1,Saveria
1,Savon
1,Sawyer
2,Saxon
2,Saylor
1,Scarlet
1,Scarlett
1,Schuy
3,Schyler
1,Scierra
1,Scotia
1,Scotland
1,Scout
1,Seairah
9,Seanna
1,Seanna-Lee
1,Searik
2,Searra
1,Seddiqa
1,Seemeen
1,Seeret
1,Seham
#,Baby Girl Names
2,Seirra
1,Seleena
1,Selen
11,Selena
5,Selina
1,Seline
1,Selvana
1,Sena
1,Senaya
1,Sera
21,Serena
4,Serenity
1,Se-Ri
1,Serian
1,Serina
1,Serra
1,Seshlyn
1,Sevannah
1,Shaahida
1,Shaalin
1,Shaan
1,Shabana
2,Shade
1,Shadea
1,Shadia
1,Shadoe
1,Shadow
10,Shae
1,Shaela
1,Shaelagh
1,Shaelee
1,Shae-Lee
1,Shaeleigh
1,Shaelen
1,Shaelenn
1,Shaeli
1,Shaelie
1,Shaelin
1,Shaely
19,Shaelyn
3,Shae-Lyn
10,Shaelynn
11,Shae-Lynn
3,Shae-Lynne
1,Shaena
1,Shaeya
1,Shagana
1,Shahira
2,Shai
1,Shaila
1,Shailee
#,Baby Girl Names
3,Shailyn
1,Shai-Lynn
1,Shaima
7,Shaina
1,Shaista
1,Shakal
1,Shakiah
1,Shakita
1,Shala
1,Shalaina
1,Shalaine
1,Shalan
1,Shalayne
1,Shalea
2,Shaleen
1,Shaleena
2,Shaleigh
2,Shalena
1,Shalenah
1,Shalene
2,Shaley
1,Shalisa
1,Shalla
1,Shallon
1,Shally
1,Shallyn
3,Shalyn
2,Shalynn
1,Shalynne
1,Sha-Na
1,Shanae
1,Shanai
1,Shana-Lee
1,Shanaya
1,Shancee
1,Shanda
1,Shandie
1,Shandon
2,Shandra
1,Shaneece
1,Shanel
1,Shanell
7,Shanelle
2,Shanese
1,Shani
20,Shania
1,Shaniah
1,Shania-Marie
1,Shania-Thanh
4,Shanice
1,Shaniece
#,Baby Girl Names
1,Shanique
1,Shanleigh
5,Shanna
1,Shannahla
1,Shannel
1,Shannell
1,Shannen
1,Shannery
1,Shannie
32,Shannon
1,Shannyn
3,Shantal
3,Shantel
1,Shantique
1,Shara
1,Sharal
1,Shara-Lee
1,Sharan
1,Sharaya
2,Sharayah
1,Shardaye
1,Shareen
1,Sharenpreet
1,Sharida
1,Sharina
1,Sharissa
1,Sharlee
2,Sharlene
1,Sharmaine
14,Sharon
1,Sharyn
2,Shaun
8,Shauna
1,Shaunda
1,Shaunece
1,Shaunice
1,Shavi
1,Shavon
1,Shavonne
1,Shavonnie
1,Shawana
7,Shawna
2,Shawnee
1,Shawnee-Rose
1,Shawney
1,Shawnice
1,Shawntel
1,Shawny
2,Shay
1,Shayann
1,Shayannah
#,Baby Girl Names
2,Shayanne
1,Shayda
3,Shayden
8,Shaye
2,Shayelyn
1,Shaye-Lynn
1,Shayl
32,Shayla
1,Shaylan
1,Shayle
1,Shaylea
1,Shaylean
8,Shaylee
1,Shayleen
1,Shayleesa
2,Shayleigh
2,Shaylen
4,Shaylene
2,Shaylie
1,Shaylin
1,Shaylon
1,Shaylum
6,Shaylyn
3,Shaylynn
1,Shaylynne
16,Shayna
1,Shayna-Marie
1,Shayne
1,Shaynia
1,Shaynna
1,Shazelle
1,Shazia
1,Shaziah
6,Shea
1,Shea-Anne
1,Shead
