Baby Boy Names Registered in 1990,
28,Randy
1,Randy-Ian
1,Randyn
1,Ranjit
1,Ravenlee
1,Ravinder
1,Ravy
2,Ray
1,Ray-Al
1,Rayburn
37,Raymond
1,Rayneel
1,Reagan
1,Real
#,Baby Boy Names
2,Redmond
8,Reece
7,Reed
1,Reegan
1,Reehan
1,Reese
6,Regan
3,Reggie
1,Reggin
4,Reginald
1,Regnil
1,Rehan
1,Rehn
14,Reid
1,Reilly
1,Rein
1,Reinhard
1,Remal
1,Remington
1,Remy
6,Rene
1,Rennie
1,Renny
2,Reno
1,Reon
8,Reuben
1,Reynold
1,Reynolds
3,Rhett
1,Rhody
3,Rhys
1,Riad
5,Ricardo
1,Riccardo
1,Ricco
1,Rich
120,Richard
1,Richer
2,Richie
1,Richmond
6,Rick
1,Ricki
8,Ricky
2,Rico
2,Riel
1,Riendieu
57,Riley
1,Ringo
1,Rion
#,Baby Boy Names
1,Rishi
1,Ritesh
1,River
1,Riyadh
1,Rob
1,Robbert
4,Robbie
2,Robel
223,Robert
4,Roberto
10,Robin
1,Robin-Lee
1,Robroy
2,Robyn
1,Rock
1,Rockie
1,Rockwell
4,Rocky
2,Roderick
1,Rodey
1,Rodger
1,Rodman
8,Rodney
1,Rodnie
8,Roger
2,Rohan
1,Rohit
3,Roland
10,Roman
1,Romeo
1,Rommel
1,Ron
13,Ronald
1,Ronan
1,Ronnel
1,Ronnie
1,Rorey
17,Rory
1,Rosh
1,Roshan
1,Roshant
24,Ross
1,Roth
1,Rowley
8,Roy
5,Royce
1,Royle
5,Ruben
2,Rudy
#,Baby Boy Names
1,Rueben
1,Rusjot
2,Russel
29,Russell
1,Rustin
3,Rusty
365,Ryan
1,Ryanjeet
1,Ryann
2,Ryder
1,Ryker
12,Rylan
3,Ryland
1,Ryle
10,Ryley
1,Rylund
1,Ryon
1,Saad
1,Saadiq
1,Sabin
1,Sadiq
1,Saed
1,Safron
3,Sage
2,Sahil
1,Said
1,Saif
1,Salar
1,Saleem
1,Salman
2,Salvatore
1,Salwin
8,Sam
3,Samer
1,Sami
2,Samir
2,Sammy
3,Samson
2,Samual
76,Samuel
1,Sanam
1,Sanang
2,Sandeep
2,Sanders
1,Sandro-Andreas
2,Sandy
2,Sang
2,Sanjesh
1,Sansitny
#,Baby Boy Names
1,Santino
1,Santos
1,Sarkis
2,Sasha
1,Satinderpaul
1,Saul
1,Saunder
1,Saunders
1,Saverio
1,Savic
2,Sawyer
1,Saxon
2,Schuyler
2,Scot
1,Scotford
179,Scott
1,Seamus
161,Sean
1,Seanan
1,Sebastain
9,Sebastian
6,Sebastien
1,Sedique
1,Seiichiro
1,Selim
1,Serawatt
1,Serge
2,Sergio
9,Seth
1,Shaan-E-Abbas
1,Shad
1,Shaddy
1,Shadi
1,Shadoe
1,Shadrak
3,Shae
1,Shahbaz
1,Shahil
1,Shaile
1,Shalvin
1,Shameek
1,Shamil
2,Shamus
87,Shane
1,Shannon
1,Shant
1,Shanti
1,Sharman
33,Shaun
#,Baby Boy Names
1,Shavinesh
1,Shawki
75,Shawn
1,Shawnik
2,Shayden
12,Shayne
5,Shea
1,Sheffield
8,Shelby
29,Sheldon
1,Shelton
1,Shelvain
1,Shen
1,Sheridan
1,Sherman
1,Shevlin
1,Sheycil
1,Shivanand
1,Shon
1,Shone
1,Shouresh
1,Shue-Ke
1,Shyloh
1,Shyrone
1,Sidney
1,Sikander
1,Sile
1,Silvester
1,Simo
25,Simon
1,Simpson
2,Simran
1,Simranjeet
1,Simranjit
1,Simranjot
3,Singh
1,Siribood
1,Siryun
3,Skye
8,Skylar
1,Skylare
8,Skyler
1,Skylier
2,Slade
1,Sohel
1,Sohrab
4,Solomon
1,Solon
1,Somkaven
#,Baby Boy Names
3,Sonny
1,Sormbatt
1,Soroosh
1,Soshiance
71,Spencer
2,Spenser
2,Stacey
1,Stanislaw
8,Stanley
1,Stapana
1,Staven
1,Steele
1,Steen
22,Stefan
1,Stefano
1,Stellen
11,Stephan
9,Stephane
148,Stephen
1,Stergios
1,Sterlin
1,Sterling
1,Stetson
1,Stevahn
7,Steve
251,Steven
2,Stevie
8,Stewart
1,Stian
1,Stormy
1,Stratton
1,Strephon
34,Stuart
1,Subegh
1,Subhan
1,Suhas
1,Suhile
1,Sukhjit
1,Sukhpal
1,Suley
4,Sumeet
1,Sumit
4,Sundeep
1,Sunil
1,Sunjeet
1,Sunny
1,Suraj
1,Surjot
1,Surkhveer
#,Baby Boy Names
1,Sven
1,Swapnil
1,Sydney
1,Sylvester
1,Sylvester-Jozef
1,Taber
1,Tache
1,Tadeus
1,Tadeusz
1,Taheer
1,Tahner
1,Taidhg
1,Taimoore
1,Taisser
2,Tait
1,Taize
1,Tajammal
1,Takahiro
2,Tal
1,Taliesin
1,Talin
1,Talon
1,Talwinder
1,Tamer
1,Tamiz
1,Tan
40,Tanner
1,Taranbir
1,Taranveer
2,Taras
1,Tarek
1,Tarek-Zakaria
1,Tareq
1,Tarik
2,Tarin
1,Tariq
1,Tarique
1,Tarnvir
1,Tarryl
1,Taryl
1,Tasso
5,Tate
1,Taurean
1,Taurian
1,Tavin
1,Tavis
1,Tavish
1,Taylar
3,Tayler
#,Baby Boy Names
140,Taylor
1,Tayte
2,Teagan
2,Ted
1,Teddy
1,Teepu
2,Tegan
1,Te-Ja
2,Tejveer
1,Tendayi
1,Tenneil
2,Tenzin
1,Teo
1,Terance
1,Terell
12,Terence
1,Terho
1,Teri-James
1,Tero
1,Terrace
9,Terrance
1,Terrell
3,Terrence
1,Terrill
1,Terris
17,Terry
2,Teryn
1,Teunis
1,Tevin
1,Texter
1,Thaison
1,Thane
1,Thanh
1,Thayl
1,Thayne
1,Thazhumpal
1,The
2,Theo
3,Theodor
14,Theodore
1,Theophile
1,Theoren
1,Theran
1,Thereon
1,Therin
1,Theron
1,Thien
151,Thomas
1,Thompson
#,Baby Boy Names
1,Thomson
2,Thor
1,Thorin
1,Thu
1,Thuan
1,Tien
1,Tighe
1,Tiluck
2,Timber
1,Timmothy
81,Timothy
1,Tin
1,Titus
1,Tobby
1,Tobiah
4,Tobias
1,Tobin
3,Toby
28,Todd
1,Todd-James
1,Tokunbq
1,Tokunn
1,Tom
5,Tomas
4,Tomasz
6,Tommy
1,Tomoosee
15,Tony
1,Tori-Lee
2,Torin
1,Torquil
2,Torrance
1,Torrey
1,Torrin
1,Torry
6,Tory
2,Tracy
1,Trae
1,Traphton
1,Traves
1,Travin
193,Travis
1,Treaver
1,Tremaine
2,Trendon
29,Trent
1,Trenten
9,Trenton
1,Trestin
#,Baby Boy Names
1,Treston
3,Trever
1,Trevis
83,Trevor
1,Tri
1,Trigger
1,Trinity
23,Tristan
1,Tristin
1,Trong
1,Tronspencer
36,Troy
1,Truman
1,Trung
1,Truong
2,Tuan
1,Tubby
2,Tucker
1,Tuong
20,Ty
1,Tyce
2,Tye
1,Tyee
1,Tylan
1,Tylar
337,Tyler
1,Tyler-James
1,Tylin
1,Tyller
7,Tylor
1,Tymen
1,Tymon
1,Tynan
1,Tyner
1,Tyree
9,Tyrel
14,Tyrell
1,Tyroan
10,Tyrone
2,Tyrrell
2,Tyrus
1,Tysei
1,Tysen
62,Tyson
1,Tysson
2,Umar
1,Uriah
1,Usmaan
1,Usman
#,Baby Boy Names
1,Vafa
1,Van
4,Vance
1,Vaughan
4,Vaughn
1,Veeran
1,Verne
4,Vernon
2,Vi
16,Victor
1,Videan
1,Viet
1,Vikas
1,Vikramjeet
1,Vikramjit
1,Vinay
3,Vince
37,Vincent
1,Vincenzo
1,Vinesh
1,Vinh
1,Vinson
1,Virgilio
4,Vishal
1,Vitale
1,Vittorio
1,Vivek
1,Vlasey
2,Vu
1,Vuthy
4,Wacey
1,Wacy
18,Wade
1,Waden
1,Waleed
1,Walid
1,Walied
1,Walker
5,Walter
1,Waqaas
1,Ward
20,Warren
1,Warren-Hudson
2,Wassim
6,Waylon
13,Wayne
2,Wendell
1,Wes
1,Wesleigh
#,Baby Boy Names
28,Wesley
1,Wesly
1,Westin
1,Westley
3,Weston
1,Whitespottedfeather
1,Wiley
2,Wilfred
2,Wilhelm
1,Will
2,Willem
139,William
4,Willie
1,Willis
1,Willm
1,Willson
6,Wilson
1,Winslow
3,Winston
1,Woodrow
1,Wren
14,Wyatt
1,Wylee
1,Wynston
1,Xavier
1,Yafet
1,Yale
2,Yannick
1,Yardley
1,Yasen
1,Yat-Hang
1,Yazeed
1,Yazir
1,Yeobanny
1,Yihya
1,Yilan
1,Yin
1,Yogesh
1,Yonnase
2,Youness
1,Young
3,Youssef
1,Yue-Bon
1,Yuen
1,Yuki
1,Yukiya
1,Yung
1,Yu-Sheng
1,Yuvraj
#,Baby Boy Names
1,Zaccary
1,Zachari
1,Zacharia
4,Zachariah
1,Zacharie
124,Zachary
6,Zachery
1,Zachiary
1,Zachrey
5,Zackary
3,Zackery
1,Zahid
2,Zahir
3,Zain
1,Zainoon
1,Zak
1,Zakary
1,Zakhary
1,Zamir
1,Zan
1,Zander
1,Zandon
5,Zane
1,Zaqir
1,Zarin
1,Zeff
1,Zeth
1,Ziad-H.
1,Zoheb
1,Zsigmond
2,Zubair
1,Zulfiqar
1,Zuviel
