#,Baby Boy Names
1,Aabel
1,Aabis
4,Aaden
1,Aadesh
1,Aagmanpal
1,Aahad
6,Aahil
1,Aalok
1,Aaradh
1,Aaran
1,Aarau
17,Aarav
1,Aaravbir
1,Aaren
1,Aarez
1,Aaric
1,Aarik
1,Aarin
3,Aarit
1,Aarius
1,Aariv
7,Aariz
2,Aarjav
2,Aarnav
3,Aaro
46,Aaron
1,Aaron-Hagen
1,Aarsh
6,Aaryan
1,Aashir
1,Aashman
1,Aathavan
1,Aathi
1,Aaven
3,Aayan
2,Aayden
1,Aayed
1,Aayudh
2,Aayush
1,Abaan
1,Abaas
1,Abbason
1,Abbot
1,Abbott
1,Abdalla
5,Abdallah
1,Abdarrahman
1,Abdassamad
2,Abdelrahman
1,Abdel-Wadood
#,Baby Boy Names
2,Abdi
1,Abdihamid
1,Abdimalik
1,Abdirahmaan
3,Abdirahman
1,Abdiwali
1,Abdossalami
11,Abdul
1,Abdulaahi
1,Abdul-Barr
2,Abdulhadi
1,Abdulkader
11,Abdullah
3,Abdullahi
1,Abdullatif
1,Abdul-Mohyman
1,AbdulNasser
1,Abdulrafay
1,Abdul-Rafay
1,Abdul-Rahim
4,Abdulrahman
1,AbdulRahman
1,Abdulrazzak
1,Abdul-Razzaq
1,Abdulwahid
1,Abdurahman
2,Abdurrahman
1,Abdur-Rahman
1,Abe
1,Abed
1,Abeed
19,Abel
1,Abenezer
3,Abhay
1,Abhaypartap
3,Abhijot
1,Abhinav
1,Abhitaj
1,Abiel
1,Abiraj
1,Abisai
1,Able
1,Aboss
1,Aboubacar
1,Abozar
14,Abraham
6,Abram
1,Abrham
1,Abubakarr
1,Abubakr
#,Baby Boy Names
1,Abubokor
1,Abyad
1,Abyanto
9,Ace
1,Acelon
1,Acen
2,Achilles
1,Achyut
1,Acka
1,Ackley
1,Adair
103,Adam
1,Adam-Komrad
1,Adams
1,Adamson
1,Adan
1,Adarsh
1,Addison
1,Adeen
1,Adekunle
1,Ademayowa
4,Aden
1,Aderola
1,Adetayo
1,Adewale
1,Adeyemi
1,Adeyinka
3,Adham
1,Adheesha
1,Adhiraj
2,Adhrit
1,Adian
1,Adil
1,Adis
1,Adison
6,Aditya
1,Adjevi
2,Adler
1,Adley
1,Adma
3,Adnan
2,Adolf
3,Adonay
1,Adonijah
1,Adoniram
2,Adonis
1,Adonyss
1,Ador-Mathew
37,Adrian
1,Adrián
#,Baby Boy Names
1,Adriane
2,Adriano
6,Adriel
7,Adrien
1,Adriskhan
1,Adrito
1,Advait
1,Advay
1,Adyaan
3,Adyan
1,Aedain
3,Aedan
1,Aeden
1,Aengus
1,Aeon
1,Aerick
1,Aerik
1,Aerlwilliam
1,Aeron
1,Aeson
1,Aethan
1,Aezikiel
1,Afan
1,Affaan
2,Affan
1,Afraz
2,Agamjit
1,Agamjot
1,Agastya
1,Agress
1,Agriya
3,Ahaan
1,Aham
1,Ahdullah
1,Ahil
17,Ahmad
24,Ahmed
1,Ahmet
1,Ahmethan
1,Ahnaf
1,Ahniel
1,Ahyan
37,Aidan
130,Aiden
1,Aidence
1,Aidge
1,Aidric
1,Aidrics
1,Aidyn
4,Aikam
#,Baby Boy Names
1,Aimen
1,Aireas
1,Airvyn
1,Aison
1,Aito
1,Aiyann
1,Ajak
2,Ajay
1,Ajaychandar
1,Ajeet
2,Ajit
1,Ajith
1,Akaalveer
1,Akbar
1,Akechak
1,Akello
1,Akhan
1,Aki
1,Akihiro
1,Akindu
1,Akio
1,Akira
1,Akiro
1,Akish
1,Akito
1,Akoc
4,Akram
