Baby Boy Names Registered in 2006,
#,First Name
16,.
1,A.Hannan
1,A.K.I.L.
1,Aabid
2,Aaden
3,Aadi
1,Aali
1,Aaloke
1,Aarav
1,Aaren
1,Aaric
1,Aarmaan
60,Aaron
2,Aaryan
1,Aasen
1,Aashir
1,Aavir
2,Aayan
1,Aayush
1,Aazan
1,Abass
1,Abayomi
1,Abbas
1,Abbott
1,Abd
1,Abdal
1,Abdale
1,Abdalla
1,Abdallah
1,Abdelhakim
1,Abdel-Halim
1,Abdelmoez
1,Abdelrahman
1,Abdel-Rahman
1,Abdelrhman
1,Abdi
1,Abdimajid
1,Abdiqadar
1,Abdirahman
1,Abdoul
7,Abdul
1,Abdulahad
1,Abdu-Lateef
1,Abdulaziz
1,Abdulfatah
#,First Name
1,Abdulgalim
7,Abdullah
1,Abdullah-Hatam
1,Abdullahi
1,Abdul-Latif
1,Abdulrahim
1,Abdulrahman
2,Abdul-Rahman
2,Abe
2,Abel
1,Abhan
1,Abhayjeet
1,Abhi
1,Abhijeet
1,Abhimaan
1,Abhinav
1,Abhishka
1,Abir
3,Abraham
3,Abram
2,Abran
1,Abrar
1,Abrey
1,Abukar
4,Ace
1,Aceson
1,Achit
1,Achor
1,Achuil
139,Adam
1,Adan
1,Adao
1,Adaon
8,Addison
1,Adedeji
1,Adeel
1,Adem
1,Ademola
13,Aden
1,Adeshpratap
1,Adheem
1,Adheesh
1,Adil
2,Adin
1,Adionyse
#,First Name
1,Adis
6,Aditya
1,Adler
1,Adonis
1,Ador
32,Adrian
1,Adriano
1,Adriel
5,Adrien
1,AdrienTimothy
2,Adrik
1,Adyan
2,Adyn
1,Aedan
1,Aeden
1,Aedon
1,Aedrian
1,Aedyn
1,Aeknoor
1,Aekum
1,Aeneas
1,Aengus
1,Aeric-Denzel
1,Aeron
1,Aévaun
1,Aezron
1,Afasik
1,Affan
1,Afif
1,Afzal
1,Agam
1,Agok
1,Ahamed
12,Ahmad
18,Ahmed
1,Ahrash
1,Ahriel
1,Ahyan
97,Aidan
1,Aidan-James
139,Aiden
1,Aiden-Jeffrey
1,Aidian
3,Aidin
1,Aidon
#,First Name
6,Aidyn
1,Aiki
1,Aimery
1,Aimin
1,Ainnelhyethum
1,Aivian
1,AJ
1,Ajani
7,Ajay
1,Ajaydeep
2,Ajeet
1,Ajit
1,Ajmal
1,Ajustice
1,Akaash
1,Akam
1,Akash
1,Akiel
1,Akin
1,Akira
1,Akol
1,Akorede
1,Akos
1,Àkos
1,Akot
3,Akram
1,Akrama
1,Aksel
10,Alan
1,Alaric
1,Alarik
1,Alastair
1,Alazar
7,Albert
2,Alden
6,Alec
2,Aleczander
3,Aleem
9,Alejandro
1,Alek
1,Aleksandar
1,Aleksander
1,Aleksei
1,Ales
1,Alessandre
2,Alessandro
#,First Name
1,Alessio
50,Alex
1,Alexai
1,Alexandar
176,Alexander
1,Alexandor
13,Alexandre
1,Alexandros
1,Alexavier
1,Alexi
1,Alexie
2,Alexis
1,Alexsander
1,Alexx
1,Alex-Yohannes
2,Alexzander
1,Alfie
2,Alfred
1,Alfredo
29,Ali
1,Alijah
3,Alix
1,Alixx
1,Allahkin
7,Allan
8,Allen
2,Allister
1,Allyus
1,Almas
1,Alozie
1,Alp
4,Alvin
2,Aly
1,Alyais
2,Amaan
1,Amadeo
1,Amadeus
1,Amador
2,Aman
1,Amani
1,Amanjot
1,Amanuel
1,Amanvir
3,Amar
1,Amardeep
1,Amare
#,First Name
1,Amaru
1,Amay
3,Ambrose
3,Ameen
1,Ameran
1,Amin
8,Amir
2,Amit
1,Amitoj
1,Ammaar
1,Ammar
1,Ammar-Ul-Haque
1,Amol
1,Amoni
1,Amou
1,Amrinder
3,Amrit
1,Anaan
5,Anakin
1,Anantvir
2,Anas
1,Ancient
2,Anden
5,Anders
6,Anderson
1,Anderw
1,Andon
6,Andre
4,André
2,Andreas
1,Andréas
3,Andrei
1,Andre-Rus
1,Andres
1,Andrés
113,Andrew
1,Andrey
1,Andrez
1,Andrick
1,Andrzej
16,Andy
2,Aneesh
4,Angad
2,Angat
3,Angel
5,Angelo
#,First Name
1,Angelos
1,Angok
9,Angus
1,Anhad
1,Anickoli
1,Anil
1,Anir
1,Anjay
2,Ankit
2,Anmol
1,Anmoldeep
1,Anna
1,Annel
1,Ansch
2,Ansen
1,Ansh
9,Anson
1,Anson-Gia
1,Anthoney
63,Anthony
1,Antin
1,Antoine
4,Anton
1,Antoni-Joseph
1,Antonin
12,Antonio
1,Antwan
1,Anwar
