Baby Boy Names Registered in 1994,
#,Baby Boy Names
1,Aadl
1,Aadle
1,Aalim
1,Aaric
1,Aarin
122,Aaron
1,Aarondeep
1,Aaryn
1,Abdallah
1,Abdel
1,Abdelrhman
1,Abdi-Raheem
1,Abdo
3,Abdul
1,Abdul-Hakim
2,Abdullah
1,Abdulrahman
1,Abdul-Rahman
1,Abed
2,Abel
1,Abid
1,Abner
1,Abobacker
7,Abraham
2,Abram
1,Abramo
1,Absalom
2,Ace
1,Acheon
159,Adam
1,Adamo
7,Addison
3,Aden
1,Adham
1,Adiane
1,Adil
1,Adison
1,Adley
1,Adnan
2,Adonay
1,Adrew
2,Adriaan
27,Adrian
2,Adriano
2,Adriel
2,Adrien
1,Adwin
#,Baby Boy Names
3,Aedan
1,Aeryk
10,Ahmad
11,Ahmed
1,Ahmed-Mohamed
20,Aidan
2,Aiden
1,Ajai
2,Ajay
1,Ajaypaul
1,Ajeetpal
1,Ajmeet
1,Akaljot
2,Akash
1,Akeem
1,Akhilesh
1,Akila
1,Akimo
1,Akshay
1,Alain
17,Alan
1,Alan-Van
1,Alarac
1,Alaric
1,Alastair
10,Albert
1,Alberto
1,Albert-Won
1,Alden
2,Aldo
12,Alec
1,Alejandro
2,Alek
2,Aleksander
1,Alekzander
42,Alex
263,Alexander
5,Alexandre
1,Alexei
1,Alexie
1,Alexyz
1,Alfons
1,Alfred
1,Alfredo
11,Ali
1,Alistair
2,Alix
16,Allan
#,Baby Boy Names
1,Allec
3,Allen
1,Allijah
1,Allister
2,Alonzo
1,Aloyuisius
1,Altan
1,Althon
1,Alton
1,Alva
1,Alvan
8,Alvin
1,Alvis
1,Alwyn
1,Aly
1,Alykhan
1,Amaar
4,Aman
1,Amanbir
2,Amandeep
1,Amanjeet
1,Amanpal
2,Amanpreet
1,Amanuel
1,Amar
1,Amardeep
1,Amarpaul
1,Amarpreet
1,Amber
3,Ambrose
1,Amear
1,Ameen
2,Amer
2,Amir
1,Amit
1,Amninder
1,Amol
3,Amos
1,Amraj
2,Amritpal
1,Amritpaul
1,Anand
2,Anant
1,Anantbir
1,Anatoly
4,Anders
1,Anderson
8,Andre
#,Baby Boy Names
3,Andreas
1,Andrei
2,Andres
198,Andrew
1,Andrian
1,Andrija
8,Andy
1,Aneal
1,Aneesh
1,Anekusa
1,Angelo
1,Angus
1,Anh
1,Anibal
1,Anil
2,Anish
1,Anmol
1,Anmoldeep
1,Ansel
2,Anson
1,Anthonny
84,Anthony
1,Anthony-Daniel
1,Antip.
3,Antoine
4,Anton
11,Antonio
1,Antonius
1,Antony
1,Anuj
1,Anuraj
2,Anwar
1,Aqeel
1,Aqil
1,Aquella-Arno
1,Aram
1,Aran
1,Arash
1,Arbin
1,Archer
1,Archibald
1,Arden
1,Arend
1,Arette
3,Aric
1,Aristotle
1,Arjan
1,Arjay
1,Arjun
#,Baby Boy Names
2,Arlen
1,Armaan
3,Arman
1,Armando
1,Arnett
2,Arnold
6,Aron
1,Arrigo
2,Arron
1,Arsenije
1,Arsh
1,Arshan
1,Arther
7,Arthur
1,Artur
1,Arun
1,Arundeep
1,Arvind
1,Arvindu
1,Asad
1,Asher
1,Ashley
2,Ashraf
22,Ashton
1,Ashtyn
2,Ashwin
1,Asiff
1,Aslan
1,Aston
1,Athannael
1,Atiba
1,Atinder
1,Atlal
1,Atosh
3,Aubrey
1,Augustin
1,Aundre
1,Aundrey
1,Aurie
6,Austen
213,Austin
2,Auston
4,Austyn
24,Avery
1,Avinash
1,Awande
1,Axl
1,Ayden
1,Ayrton
#,Baby Boy Names
1,Azfar
1,Azur
26,Baby
3,Bailey
1,Baldeep
1,Baldwin
1,Banjo
1,Barmeet
1,Barret
3,Barrett
6,Barry
1,Barton
1,Bashir
2,Basil
1,Bassam
1,Bassel
1,Bayan
1,Bayron
5,Beau
3,Belal
4,Ben
3,Benedict
1,Benjahmin
2,Benjamen
147,Benjamin
1,Benjamynn
1,Benjenmin
1,Benjerman
4,Bennett
1,Bennjamin
2,Benson
1,Bently
3,Bernard
2,Bernardus
1,Bernhard
1,Bernie
1,Bevan
1,Bhavraj
1,Bigoa
1,Bijan
2,Bilal
2,Bill
1,Bill-Vasilis
6,Billy
1,Billy-Jack
1,Billy-Ray
1,Bishop
1,Bj
1,Bjorn
#,Baby Boy Names
3,Blade
9,Blaine
9,Blair
1,Blaise
1,Blaize
50,Blake
1,Blane
1,Blayden
4,Blayne
1,Blaze
3,Bo
1,Bob
6,Bobby
1,Bobijot
1,Bodean
1,Boland
1,Bolton
1,Bonney
1,Borg
1,Boston
1,Bowdrie
2,Bowen
1,Bowie
1,Bowin
1,Boyan
1,Boyd
1,Braaden
3,Brad
63,Braden
1,Bradford
2,Bradie
1,Bradlen
94,Bradley
9,Bradly
2,Bradon
1,Bradshaw
46,Brady
5,Bradyn
3,Braedan
24,Braeden
6,Braedon
1,Braedy
3,Braedyn
1,Brahamjit
9,Braiden
2,Braidon
6,Brandan
25,Branden
4,Brandin
#,Baby Boy Names
409,Brandon
1,Brandon-Gerardo
2,Brandon-Lee
1,Brandy
9,Brandyn
3,Brant
2,Brantly
1,Branton
1,Braunagh
1,Braxton
48,Brayden
18,Braydon
2,Braylon
1,Brayton
1,Breck
1,Breht
1,Brenan
1,Brenda
87,Brendan
17,Brenden
1,Brendin
29,Brendon
15,Brennan
7,Brennen
1,Brennin
4,Brennon
31,Brent
1,Brenten
2,Brenton
1,Brenwyn
10,Bret
1,Breten
1,Breton
132,Brett
1,Brette
1,Bretten
1,Brettin
4,Bretton
1,Breyden
57,Brian
1,Brice
2,Brien
2,Briggs
1,Brigham
1,Briley
1,Brin
1,Brisbin
1,Brisco
14,Brock
#,Baby Boy Names
2,Broden
2,Broderick
2,Brodey
2,Brodi
9,Brodie
24,Brody
1,Broek
2,Bronson
4,Brook
1,Brooke
1,Brooker
1,Brooklin
4,Brooks
7,Bruce
1,Bruce-Van
1,Bruin
33,Bryan
1,Bryant
54,Bryce
2,Brycen
3,Brydan
1,Bryden
1,Brydon
1,Bryhton
5,Bryn
5,Bryson
9,Bryton
1,Buay
1,Buffeno
1,Bungo
1,Burdette
1,Burke
1,Burkely
1,Butch
10,Byron
1,Byrton
