Baby Boy Names Registered in 1998,
1,Baiden
42,Bailey
1,Bailie
1,Baillie
2,Baily
1,Bakr
1,Baldev
1,Balkaran
1,Barett
1,Barinder
1,Barret
3,Barrett
3,Barry
1,Barun
1,Basel
2,Basil
1,Basit
1,Bastian
1,Bauer
1,Baylen
1,Bayley
1,Bayne
1,Bealal
5,Beau
4,Belal
1,Bellal
1,Belmin
11,Ben
1,Benedict
1,Benett
1,Benjamen
149,Benjamin
1,Benjamyn
1,Benjiman
1,Bennet
7,Bennett
2,Bennie
2,Benny
1,Benson
1,Bentley
2,Benton
#,Baby Boy Names
1,Berenger
1,Berkeley
2,Bernard
1,Bernardo
2,Bernhard
1,Bertram
1,Bervick
1,Bevon
1,Bhan
1,Bhuphinder
1,Bianco
1,Bijan
1,Bikeramjit
1,Bikram
3,Bilal
1,Bill
1,Billie
4,Billy
1,Billy-Joe
1,Bishop
1,Bismarck
1,Bjorn
2,Blade
1,Bladen
1,Blain
9,Blaine
11,Blair
46,Blake
1,Blakely
1,Blase
1,Blayze
1,Blaze
1,Blue
2,Blythe
1,Bob
2,Bobby
1,Boden
1,Bohdan
3,Boston
1,Boulton
2,Bowen
2,Boyd
4,Brad
55,Braden
1,Bradford
1,Bradie
1,Bradlee
66,Bradley
3,Bradly
#,Baby Boy Names
2,Bradon
60,Brady
3,Bradyn
1,Brae
4,Braedan
28,Braeden
6,Braedon
2,Braedyn
9,Braiden
1,Braidon
1,Braiyden
1,Brand
9,Brandan
1,Brandel
14,Branden
3,Brandin
258,Brandon
8,Brandt
1,Brandyn
1,Branley
1,Brannon
4,Brant
1,Brantly
1,Brawley
7,Braxton
77,Brayden
1,Braydn
11,Braydon
1,Braydyn
1,Brenan
107,Brendan
1,Brendann
26,Brenden
15,Brendon
4,Brendyn
17,Brennan
7,Brennen
3,Brennon
18,Brent
5,Bret
1,Breten
2,Breton
84,Brett
2,Bretton
2,Brevin
2,Breydon
32,Brian
3,Brice
1,Briely
#,Baby Boy Names
1,Brigham
2,Brighton
2,Brinton
1,Brixton
1,Broc
14,Brock
1,Brodey
10,Brodie
31,Brody
1,Brogan
1,Bronsen
5,Bronson
1,Brook
1,Brooklyn
1,Brooks
7,Bruce
1,Bruno
1,Brwa
19,Bryan
2,Bryant
50,Bryce
1,Brycen
4,Bryden
2,Brydon
1,Bryer
1,Brylie
5,Bryn
1,Bryner
2,Brynmor
1,Bryon
6,Bryson
4,Bryton
1,Brytone
3,Buddy
1,Burhanuddin
2,Burke
1,Burton
1,Byran
8,Byron
1,Caddis
4,Cade
1,Cadeh
5,Caden
1,Cael
1,Caelahn
4,Caelan
1,Caelen
1,Caelon
1,Cahl
#,Baby Boy Names
2,Caiden
1,Caile
5,Cain
1,Caine
1,Cainen
1,Caise
1,Caius
1,Calan
2,Calder
17,Cale
54,Caleb
1,Calem
3,Calen
2,Calin
1,Callan
13,Callum
1,Calob
6,Calum
21,Calvin
1,Calyn
2,Camden
89,Cameron
1,Cameron.Allan
1,Camilo
2,Campbell
1,Camron
1,Camus
10,Carl
4,Carlin
2,Carlo
5,Carlos
1,Carlton
1,Carlund
1,Carmen
1,Carsan
3,Carsen
29,Carson
1,Carsten
1,Carston
92,Carter
1,Carver
1,Cary
1,Casen
8,Casey
1,Cashton
1,Cass
3,Cassidy
2,Cassius
1,Catlyn
#,Baby Boy Names
1,Cavan
8,Cayden
1,Cecil
4,Cedric
1,Cedrik
1,Ceileb
1,Ceinan
1,CeJay
1,Celestine
1,Chace
39,Chad
1,Chadd
1,Chadem
1,Chady
1,Chafic
1,Chak
1,Challen
29,Chance
1,Chancelor
14,Chandler
1,Chandlor
1,Chanler
1,Channing
1,Chanse
1,Charbel
24,Charles
4,Charlie
1,Charnjeet
1,Charnpreet
2,Chas
95,Chase
1,Chaston
1,Chaunce
1,Chavez
1,Chayce
1,Chayse
1,Chayton
3,Chaz
3,Chazz
1,Chester
2,Chet
2,Chett
1,Cheuk
1,Chevaz
1,Cheyden
1,Chianno
1,Chidiebele
1,Chi-Hwa
1,Chilouis
#,Baby Boy Names
1,ChiQuang
1,Chorus
3,Chris
1,Christen
68,Christian
1,Christien
1,Christophe
172,Christopher
1,Christopher-Ray
1,Chumek
1,Cian
2,Ciaran
1,Cieran
2,Clarence
2,Clark
2,Claude
3,Claudio
11,Clay
1,Clayborne
30,Clayton
1,Clement
1,Cleveland
1,Clieve
1,Clifford
2,Clint
7,Clinton
1,Cloud
1,Clyde
1,Coan
2,Coby
1,Codi
126,Cody
1,Cody-Liam
1,Codyn
4,Cohen
1,Colan
1,Colbe
20,Colby
150,Cole
1,COLE
5,Coleman
1,Colemann
1,Colesen
1,Coleson
6,Coleton
46,Colin
1,Collan
3,Collin
1,Colsen
#,Baby Boy Names
1,Colson
4,Colt
3,Coltan
13,Colten
2,Colter
3,Coltin
89,Colton
1,Coltyn
1,Colum
1,Colwyn
1,Conaire
2,Conal
1,Conall
1,Conar
1,Conn
1,Connal
19,Conner
1,Connley
1,Connlynn
162,Connor
9,Conor
14,Conrad
22,Cooper
1,Corben
18,Corbin
1,Corbyn
1,Cordale
1,Cordel
12,Cordell
1,Cordelle
1,Cordin
1,Coren
1,Corentin
24,Corey
2,Cormac
1,Cornelis
2,Cornelius
1,Cornell
1,Corny
1,Corrven
2,Cort
1,Cortlan
1,Cortlen
1,Cortlin
1,Corwin
23,Cory
1,Costain
1,Coulson
1,Coultin
#,Baby Boy Names
1,Courage
1,Cove
1,Coy
11,Craig
1,Craven
1,Creed
1,Cristian
1,Cristopher
1,Cruz
1,Cullem
5,Cullen
45,Curtis
1,Cutler
2,Cyril
1,Cyrill
1,Cyrone
3,Cyrus
1,Dac
1,Dacey
1,Dade
2,Daegan
1,Daelin
1,Daemean
2,Daemon
1,Dagan
2,Dagen
1,Dahlin
39,Dakota
2,Dakotah
1,Dalden
9,Dale
1,DAle
1,Daleep
4,Dalen
1,Dalence
1,Dalin
1,Dallan
22,Dallas
3,Dallen
6,Dallin
1,Dallon
41,Dalton
1,Daly
4,Dalyn
1,Damen
12,Damian
8,Damien
1,Damieon
1,Damin
#,Baby Boy Names
5,Damion
22,Damon
1,Dan
1,D'Andre
5,Dane
1,Danh
1,Danial
174,Daniel
1,Danijel
1,Danilo
11,Danny
1,Danon
15,Dante
1,Danyal
1,Danyl
1,Daraav
2,Darby
12,Darcy
1,D'Arcy
1,Darek
17,Darian
1,Darias
5,Darien
1,Darieun
3,Darin
1,Dario
8,Darion
6,Darius
4,Darnell
1,Darragh
2,Darrel
3,Darrell
24,Darren
1,Darrian
1,Darrick
2,Darrin
2,Darrius
1,Darrow
1,Darry
8,Darryl
5,Darwin
4,Daryl
1,Daryn
1,Dasan
1,Dashiell
1,Dat
3,Dathan
1,Datrean
1,Da'ud
#,Baby Boy Names
2,Daunte
1,Dausen
1,Dave
120,David
6,Davin
1,Davinder
11,Davis
1,Davonte
1,Dawood
1,Dawsen
57,Dawson
7,Daylan
2,Daylen
1,Daylin
1,Dayln
5,Daylon
4,Dayne
1,Daynon
1,Dayson
14,Dayton
1,Dayven
13,Dean
1,Deandre
1,Decker
1,Decklan
1,Decklyn
8,Declan
1,Deep
1,Dejan
1,Dejuan
1,Dekiah
1,DeKlin
1,Deklin
1,Deklyn
1,Dekodah
1,Del
3,Delaney
1,Delano
1,Delshad
1,Demetri
1,Dempsey
1,Denby
1,Deng
1,Denham
3,Denis
8,Dennis
1,Densy
4,Denton
1,Dentyn
#,Baby Boy Names
8,Denver
4,Denzel
1,Deondre
1,Deone
1,Deqlin
1,Derck
42,Derek
3,Derian
2,Derick
1,Derik
1,Dermott
1,Derreck
9,Derrick
1,Derrien
1,Derry
1,Derryk
1,Deryan
1,De'ryan
1,Deryk
1,Desi
1,Desman
5,Desmond
1,Deston
2,Devan
1,Devante
1,Devaughn
3,Deven
32,Devin
1,Devlen
53,Devon
1,Devonte
1,Devrie
1,Devry
3,Devyn
6,Dexter
1,Dextor
2,Dezmond
1,Dhanraj
1,Dickson
1,Dieb
1,Diedrich
2,Diego
2,Dilan
6,Dillan
24,Dillon
1,Dilprit
1,Dilyaad
2,Dimitri
1,Dineth
#,Baby Boy Names
2,Dion
1,Diondre
1,Dirk
1,Dixon
1,Doan
1,Dolan
2,Domenic
1,Domingo
23,Dominic
6,Dominick
7,Dominik
2,Dominique
3,Don
1,Donal
8,Donald
1,Donavan
1,Donaven
3,Donavin
2,Donavon
1,Dondre
1,Dong
1,Donivan
1,Donivin
18,Donovan
1,Donovon
1,Dontae
1,Doran
10,Dorian
1,Dorien
1,Dorin
1,Dorion
1,Doron
1,Dorrion
1,Doryan
16,Douglas
1,Drae
1,Dragan
1,Dragon
1,Draighton
17,Drake
3,Draven
1,Draven-Daniel
1,Drayden
1,Draye
1,Draytin
3,Drayton
1,Drayvin
1,Dre
1,Dredain
#,Baby Boy Names
15,Drew
1,Drexler
2,Drey
2,Dreyton
1,Drink
1,Drue
3,Dryden
1,Duane
1,Duguay
20,Duncan
1,Dusten
64,Dustin
2,Dusty
1,Dustyn
1,Duy
4,Dwayne
4,Dwight
200,Dylan
1,Dylen
1,Dyllan
3,Dyllon
1,Dylon
1,Dyon
1,Dyrel
1,Eaden
1,Eamon
1,Earl
5,Easton
1,Eathen
1,Ebenezer
1,Echohawk
1,Eddie
1,Edgar
2,Edison
2,Edmund
1,Edouard
1,Edriel
1,Edson
1,Eduard
20,Edward
1,Edwin
2,Ehab
1,Ejaaz
1,Ekamjot
1,Eldon
1,Eldred-Nathaniel
1,Eldridge
5,Eli
1,Eliah
#,Baby Boy Names
10,Elias
27,Elijah
1,Elijiah
1,Eliot
1,Elisha
1,Ellias
1,Ellijah
5,Elliot
5,Elliott
2,Ellis
1,Elman
1,Elmer
1,Elyjah
1,Emad
1,Emelian
3,Emerson
3,Emery
1,Emil
4,Emilio
1,Emjed
4,Emmanuel
4,Emmett
1,Emmit
1,Endale
1,Enoch
2,Enrique
123,Eric
1,Erich
2,Erick
38,Erik
2,Erin
1,Eriney
1,Ernest
2,Ernesto
1,Ernie
1,Errol
1,Erwin
1,Eryk
1,Esaias
1,Esam
1,Eseoghene
153,Ethan
4,Etienne
3,Eugene
1,EuJin
105,Evan
1,Evano
1,Evans
1,Everest
#,Baby Boy Names
4,Everett
2,Everette
1,Evin
4,Ewan
1,Eytan
1,Eythan
3,Ezekiel
5,Ezra
1,Fabio
1,Fahad
2,Faisal
1,Falcon
1,Farag
2,Farhan
1,Farzeen
1,Faseeb
1,Fatih
1,Fayez
1,Faysal
1,Fazeel
2,Felix
1,Fendie
1,Fenton
1,Feras
1,Ferin
1,Fernando
1,Ferras
1,Ferris
1,Fetsami
3,Filip
1,Fillip
2,Finlay
1,Finley
1,Finnian
1,Fischer
1,Fisher
1,Fissal
1,Fletcher
1,Floyd
1,Flynn
2,Ford
3,Forrest
1,Fouad
4,Fox
3,Francesco
9,Francis
1,Franciscus
4,Frank
1,Frankie
#,Baby Boy Names
3,Franklin
1,Frans
2,Franz
3,Fraser
1,Fred
1,Freddy
3,Frederick
1,Frederik
3,Fredrick
1,Freedom
1,Fysal
1,Gabrial
39,Gabriel
1,Gabrkiel
1,Gabryl
1,Gaeryn
3,Gagandeep
1,Gaganjot
1,Gaganvir
25,Gage
1,Gaje
2,Galen
1,Gallen
1,Galvin
1,Garath
1,Garen
1,Garet
2,Gareth
1,Garett
1,Garion
4,Garnet
1,Garnett
1,Garon
11,Garret
3,Garreth
32,Garrett
3,Garrick
1,Garridan
1,Garrine
1,Garrisen
3,Garrison
2,Garry
2,Garth
14,Gary
1,Garyth
1,Gaston
2,Gaurav
1,Gaven
30,Gavin
#,Baby Boy Names
1,Gavyn
1,Gearard
1,Geno
10,Geoffrey
1,Geordan
1,Geordi
23,George
1,Georgio-Georges
1,Gerad
6,Gerald
2,Gerard
1,Geremie
1,Gerik
1,Gernil
4,Gerrit
1,Gerrod
2,Gerry
1,Giacomo
1,Gian
1,Gianni
1,Gibson
1,Gideon
1,Gi-E
3,Gino
1,Gio
1,Giordano
2,Giovanni
1,Giuseppe
1,Glenroy
1,Glynn
1,Gniewko
1,Godi
1,Godwin
1,Golden
13,Gordon
1,Gorssa
1,Gottfried
1,Graddin
1,Graden
5,Grady
1,Gradyn
11,Graeme
19,Graham
13,Grant
1,Grayden
1,Graydin
3,Graydon
2,Graysen
16,Grayson
#,Baby Boy Names
2,Gregg
1,Gregoire
26,Gregory
1,Greyden
1,Greydon
3,Greyson
1,Griffen
17,Griffin
1,Griffith
1,Griffyn
1,Griphen
1,Guillem
3,Gunnar
1,Gurake
1,Guraman
2,Gurick
1,Gurinder
1,Gurjivan
3,Gurjot
2,Gurkamal
1,Gurkawal
1,Gurkirat
1,Gurmen
1,Gurneet
1,Gurnoor
2,Gurpreet
1,Gurreet
1,Gursahib
1,Gursevak
1,Gurshaan
2,Gursimran
1,Gursimren
1,Gurtaj
1,Gurteaj
1,Gurteg
2,Gurtej
2,Gurvir
1,Gus
2,Guy
1,Haden
1,Hadi
1,Haeley
1,Haidar
1,Haidon
1,Haiping
1,Hakeem
1,Hakim
1,Hakkic
1,Halen
#,Baby Boy Names
1,Haley
1,Halseem
1,Hamen
5,Hamza
2,Hamzah
1,Hanok
2,Hans
1,Hanshal
1,Hanson
1,Harbakhash
1,Hardeep
1,Hardy
3,Harinder
3,Harjot
1,Harkaranbir
1,Harlan
12,Harley
1,Harlin
5,Harman
2,Harmandeep
1,Harmanjit
2,Harmin
1,Harminder
1,Harmit
1,Harmon
1,Harnoor
1,Harold
2,Haroon
1,Harpaul
4,Harpreet
1,Harraj
3,Harris
14,Harrison
2,Harry
1,Harshaan
1,Harsimaran
1,Hart
1,Hartej
1,Haruyuki
2,Harvir
1,Hasan
1,Hasanuddin
1,Hashim
3,Hassan
1,Havin
1,Hayato
1,Haydar
25,Hayden
2,Haydn
#,Baby Boy Names
1,Haydon
1,Hayyu
1,Haziq
1,Heath
1,Hector
1,Hedy
1,Heerod
1,Heidrits
1,Hemeon
2,Hendrik
1,Henk
1,Henok
23,Henry
1,Herkamal
2,Herman
1,Herpreet
1,Heston
1,Hien
1,Hinne
2,Hoa
1,Hoang
1,Hojin
2,Holden
2,Holdyn
1,Holland
1,Hon
1,Houssein
1,Houston
1,Hubert
2,Hudson
8,Hugh
1,Hughie
2,Hugo
1,Humble
1,Humza
57,Hunter
2,Hussein
2,Hussien
1,Huthayfah
1,Huy
1,Huzaifa
1,Hyatt
1,Hyun
5,Iain
39,Ian
2,Ibrahim
1,Iden
1,Idjen
1,Ieuan
#,Baby Boy Names
1,Ignatius
1,Ike
1,Ilia
1,Ilias
1,Imani
1,Imran
1,Indervir
1,Indiana
1,Ioannis
1,Iqwak
3,Ira
1,Ireneusz
1,Irfan
1,Irmen
1,Irvin
35,Isaac
1,Isaac-Josiah
1,Isaak
23,Isaiah
1,Isaiah-Jared
1,Isayah
1,Ishaq
1,Isiah
1,Isiaha
2,Ismail
2,Israel
2,Issac
2,Issaic
1,Issam
1,Issiah
13,Ivan
1,Iver
1,Ivor
1,Izaac
1,Izac
1,J.
12,Jace
1,Jachin
1,Jacinth
51,Jack
3,Jackie
1,Jacklin
60,Jackson
3,Jacky
251,Jacob
1,Jacobson
1,Jacobus
3,Jacques
2,Jad
#,Baby Boy Names
1,Jadan
5,Jade
34,Jaden
1,Jadin
7,Jadon
1,Jady
1,Jadyn
1,Jaeden
5,Jaedon
1,Jaegar
2,Jaeger
1,Jaemin
1,Jaeson
1,Jager
5,Jagger
1,Jahkai
1,Jahmari
1,Jai
5,Jaiden
1,Jaidyn-Lee
1,Jaik
1,Jai-Kumar
2,Jaime
1,Jaimey
1,Jairo
1,Jaishan
47,Jake
1,Jakey
27,Jakob
4,Jakub
1,Jalal
1,Jaleel-Sekulu-Fairom
3,Jalen
10,Jamal
3,Jameel
141,James
1,James-Dale
1,James-Dean
2,Jameson
13,Jamie
2,Jamieson
1,Jamy
1,Jan
1,Janos
1,Janz
1,Jap
1,Japheth
2,Jarad
1,Jarden
#,Baby Boy Names
130,Jared
1,Jareh
1,Jarek
1,Jarel
1,Jaremy
1,Jaren
4,Jaret
5,Jarett
1,Jaro
42,Jarod
2,Jarom
7,Jaron
1,Jarra
1,Jarrad
1,Jarrayd
7,Jarred
1,Jarren
6,Jarret
7,Jarrett
8,Jarrod
2,Jarryd
1,Jarsena-Roosevelt
2,Jarvis
5,Jaryd
1,Jas
2,Jasdeep
1,Jase
1,Jashanjit
1,Jashanjot
1,Jashenn
4,Jaskaran
1,Jaskarndeep
1,Jaskirat
1,Jasman
84,Jason
1,Jason-James
1,Jaspal
7,Jasper
2,Jaspreet
1,Jassy
1,Jastej
2,Jasvir
1,Jaubron
2,Javin
1,Javon
1,Jawad
1,Jax
1,Jaxen
7,Jaxon
#,Baby Boy Names
4,Jay
1,Jayaprakash
1,Jay-ar
1,Jaybe
5,Jayce
2,Jaycee
1,Jaycen
1,Jayde
1,Jaydee
53,Jayden
1,Jaydin
8,Jaydon
1,Jaydyn
1,Jaykob
1,Jaylan
1,Jaylen
1,Jaylin
1,Jaylon
3,Jayme
1,Jaymus
5,Jayson
1,Jayton
1,Jazz
2,Jean
1,Jeandre
1,Jean-Gabriel
4,Jean-Luc
1,Jean-Marc
1,Jean-Pierre
1,Jed
3,Jedidiah
2,Jeff
1,Jefferey
1,Jefferson
3,Jeffery
26,Jeffrey
2,Jehad
1,Jehan
1,Jelani
1,Jemi
1,Jennor
1,Jensen
1,Jepson
1,Jerald
1,Jeramiah
11,Jeremiah
1,Jeremias
2,Jeremie
1,Jeremina
#,Baby Boy Names
58,Jeremy
2,Jericho
1,Jerick
2,Jerid
1,Jeridan
1,Jerit
1,Jeritt
1,Jermany
1,Jerod
5,Jerome
1,Jeromy
2,Jerrett
1,Jerric
1,Jerritt
1,Jerrod
6,Jerry
1,Jesee
1,Jesiah
1,Jesiemark
4,Jess
96,Jesse
3,Jessi
11,Jessie
1,Jessy
2,Jethro
3,Jett
1,Jevan
1,Jeyman
1,Jezec
1,Jhavon
1,Jhonlie
1,Jiahong
1,Jibril
1,Jie
1,Jihad
1,Jim
1,Jimbob
8,Jimmy
1,Jin
1,Jindpreet
1,Jitesh
1,J-Min
1,Joal
2,Joban
1,Jobe
1,Jocelin
1,Jodi
2,Joe
1,Joegar
#,Baby Boy Names
71,Joel
1,Joelle
1,Joeseph
4,Joey
3,Johan
3,Johann
1,Johannes
97,John
9,Johnathan
6,Johnathon
1,Johnnie
8,Johnny
1,John-Ryan
3,Johnson
1,John-Tomas
1,Jol
1,Jomel
1,Jommel
4,Jon
32,Jonah
7,Jonas
112,Jonathan
1,Jonathan.R.
1,Jonathen
11,Jonathon
1,Jon-Michael
1,Jora
1,Joran
220,Jordan
3,Jorden
1,Jordi
2,Jordie
3,Jordin
15,Jordon
2,Jordy
1,Jordyn
1,Joren
1,Jorgen
1,Jorien
1,Jorjdin
2,Jory
1,Josche
3,Jose
2,Josef
1,Joseff
93,Joseph
10,Josh
1,Joshawa
305,Joshua
#,Baby Boy Names
2,Joshuah
1,Joshuha
1,Joshveer
1,Joshwa
13,Josiah
1,Josue
1,Jovan
1,Jovica
1,Jowell
1,Jr
2,Juan
1,Jubal
2,Judah
2,Jude
2,Judson
2,Jules
17,Julian
1,Juliano
2,Julien
1,Julien-Elie
4,Julius
1,Jung
1,Juno
1,Jurjen
1,Justen
11,Justice
1,Justile
208,Justin
3,Justis
4,Justus
3,Justyn
1,Justynn
2,Kabir
1,Kace
1,Kacen
2,Kacey
10,Kade
16,Kaden
1,Kadian
2,Kadin
1,Kadrian
1,Kadyn
1,Kaedan
1,Kaeden
1,Kaedin
1,Kaedyn
1,Kael
3,Kaelan
1,Kaeleb
#,Baby Boy Names
1,Kaelen
1,Kaeln
1,Kaelon
1,Kaeluis
1,Kaelyn
1,Kaeman
1,Kaene
1,Kage
1,Kagen
1,Kahl
1,Kahler
1,Kahrin
10,Kai
1,Kaidan
7,Kaiden
1,Kaidin
1,Kail
1,Kaileb
1,Kailen
1,Kaiman
3,Kain
2,Kainan
2,Kaine
1,Kaj
1,Kalan
1,Kalden
18,Kale
17,Kaleb
1,Kalebb
1,Kaleb-Richard
4,Kalen
1,Kali
2,Kalid
1,Kalieb
1,Kalijha
1,Kalim
1,Kalin
1,Kallan
1,Kallen
1,Kalor
1,Kalten
1,Kalvin
2,Kamal
1,Kamren
1,Kamron
7,Kane
1,Kanta
1,Kaomi
1,Karan
#,Baby Boy Names
1,Karanbir
2,Karandeep
2,Karanjit
1,Karanveer
1,Karanvir
3,Kareem
1,Karey
4,Karl
2,Karlen
1,Karlin
1,Karl-Niklas
1,Karmvir
1,Karnakshpal
1,Karrar
1,Karsen
2,Karson
2,Karsten
1,Karter
1,Karun
1,Karunjit
1,Karvel
1,Kase
1,Kasen
2,Kash
1,Kashawn
1,Kashetin
2,Kashtin
1,Kaslo-Stefan
1,Kassian
1,Katlin
1,Kavil
1,Kavis
1,Ka-Wai
1,Kaycee
1,Kayd
4,Kayde
8,Kayden
1,Kaydunn
1,Kaydyn
1,Kayge
1,Kayl
2,Kayle
1,Kaylem
1,Kaylib
1,Kaymen
2,Kayne
1,Kaynen
1,Kayson
1,Kazim
#,Baby Boy Names
2,Keagan
1,Keagen
1,Keaghton
1,Keal
1,Kealan
2,Kean
1,Keanan
2,Keane
1,Keano
19,Keaton
1,Kedran
1,Kedri
1,Keedan
22,Keegan
1,Keegen
1,Keeghan
1,Keelan
1,Keeler
1,Keelyn
13,Keenan
1,Keenen
1,Keetan
1,Kegan
3,Keifer
1,Keif-Er
2,Keigan
2,Keilan
1,Keill
1,Keillen
6,Keiran
1,Keirnan
12,Keith
1,Keithen
1,Keldin
1,Kelechi
2,Kellan
10,Kelly
1,Kelrick
4,Kelsey
1,Kelsie
2,Kelsy
6,Kelton
6,Kelvin
2,Ken
2,Kenan
2,Kendall
1,Kendi
1,Kendon
4,Kendrick
#,Baby Boy Names
2,Kennedy
30,Kenneth
6,Kenny
8,Kent
3,Kenton
2,Keon
1,Kern
2,Kessler
1,Ketu
1,Kevan
1,Keven
63,Kevin
2,Kevyn
1,Kewityn
1,Keyan
1,Keylin
1,Keysean
1,Khadyn
2,Khaled
1,Khaleel
1,Khalen
1,Khalil
1,Khayman
1,Khoder
1,Khoi
1,Khristian
1,Kialer
2,Kian
1,Kiarash
2,Kiefer
3,Kienan
1,Kier
31,Kieran
1,Kierian
1,Kiet
1,Kiho
1,Killan
1,Kim
1,Kindren
1,Kinnon
1,Kinsley
4,Kirby
3,Kirk
6,Kirkland
1,Kirolos
1,Kji
1,Klaeton
1,Klas
1,Klayton
#,Baby Boy Names
1,Kletus
1,Kneev
4,Kobe
1,Kobee
1,Kobi
4,Koby
1,Kobyn
2,Kodi
3,Kodie
15,Kody
1,Koel
1,Koen
1,Kohle
1,Kohnor
1,Kojo
1,Kolbie
11,Kolby
12,Kole
1,Kollin
1,Kolt
1,Koltan
2,Kolten
16,Kolton
1,Konery
2,Konnar
1,Konner
1,Konrad
1,Kooper
1,Koppany
1,Korben
5,Korbin
1,Korbyn
1,Kordel
4,Kordell
2,Korey
1,Korlan
4,Kory
1,Kraig
2,Kris
1,Krisha
1,Krishna
1,Krishneel
2,Kristen
14,Kristian
2,Kristien
3,Kristofer
14,Kristopher
1,Kros
1,Krue
#,Baby Boy Names
2,Kunal
1,Kuol
1,Kurran
6,Kurt
16,Kurtis
2,Kurtlin
1,Kush
1,Kuzman
1,Kwami
1,Kyl
2,Kylan
1,Kylann
246,Kyle
1,Kylen
8,Kyler
4,Kyran
1,Kyrel
1,Kyrell
1,Kyro
1,Kyu
2,Kyuss
1,L
6,Lachlan
4,Laine
1,Lake
13,Lance
3,Landen
2,Landin
23,Landon
36,Lane
1,Langdon
1,Lanrewaju
1,Lantz
1,Laran
1,Larenz
1,Larkin
7,Larry
1,Lars
1,Larson
1,Laureat
1,Laurens
5,Lawrence
2,Lawson
14,Layne
1,Layne-Raidon
1,Layten
3,Layton
1,Lazarus
1,Lealan
#,Baby Boy Names
11,Lee
1,Leeander
1,Leeroy
1,Legend
1,Leiam
5,Leif
1,Leigh
2,Leighton
1,Leland
1,Lelend
1,Lennon
1,Lennox
1,Lenny
5,Leo
3,Leon
4,Leonard
1,Leonardo
1,Lesley
2,Leslie
1,Levan
66,Levi
6,Lewis
1,Lex
1,Lexus
142,Liam
1,Lieghton
2,Lincoln
5,Linden
3,Lindsay
2,Lindsey
2,Lindy
1,Linus
1,Lionel
1,Lliam
1,Lloyd-Albert
1,Llyr
3,Lochlan
